model_id,layer,conflict_type_idx,n,hidden_dimension,rank,raw_topk_explained_ratio,residual_topk_explained_ratio,raw_singular_value_1,raw_singular_value_2,residual_singular_value_1,residual_singular_value_2,decision_coupling_overlap,decision_coupling_mean_angle_deg,decision_coupling_min_angle_deg
Qwen/Qwen3.5-9B,0,1,100,4096,2,0.4092043323362935,0.37894901134437464,0.17352440562657895,0.14131932353936838,0.1581663592946461,0.12276883027549951,0.23448454915901687,64.3644030453379,48.40440143570216
Qwen/Qwen3.5-9B,0,2,100,4096,2,0.3853534958236567,0.39232485348201557,0.1744188830278729,0.10393216073492097,0.16883495663166573,0.09100200707798736,0.31884223717648624,60.276583449546166,38.0059629443381
Qwen/Qwen3.5-9B,0,3,100,4096,2,0.3646942012278505,0.36967572646540864,0.19043559156555048,0.13517810899313698,0.1855317166676033,0.12096520554893432,0.18898483649076997,68.61981214062004,52.57522999068767
Qwen/Qwen3.5-9B,0,4,100,4096,2,0.38656896128991003,0.39434962456634537,0.17768092999397392,0.11156414848982295,0.16750025703210125,0.10730967754508874,0.13329076683559204,70.03350517290271,61.54988956896256
Qwen/Qwen3.5-9B,0,5,100,4096,2,0.43473010867765066,0.4754055589068474,0.18799690210992637,0.16749778139817012,0.18505718025482557,0.15800083091199107,0.17742876734176913,67.58679767436178,55.31306632703249
Qwen/Qwen3.5-9B,0,6,100,4096,2,0.4021088620840957,0.4131651244212478,0.27991545176113075,0.19087830414669668,0.2774208297318179,0.164547562667817,0.24960296916457025,66.71111332042423,45.09427783554608
Qwen/Qwen3.5-9B,0,7,100,4096,2,0.3475238658823756,0.32326585959310544,0.2031631344123299,0.17055357045822606,0.19954058348357365,0.12577387892243935,0.3780715127260601,57.17766801280537,30.303028875820175
Qwen/Qwen3.5-9B,0,8,94,4096,2,0.36271359943698817,0.32917193802709893,0.19675605830255957,0.14431717195253851,0.17340933778966042,0.12525062338813997,0.2727459527381143,65.20037235056715,42.46449982769881
Qwen/Qwen3.5-9B,0,9,70,4096,2,0.31452975336672023,0.33715688748373807,0.1945756054900047,0.15598959140165555,0.19188231949863432,0.14028862347395735,0.4217168517027834,54.93329493308336,23.6500142435072
Qwen/Qwen3.5-9B,8,1,100,4096,2,0.20435118432842697,0.20557648886066454,2.293618941426779,1.4368841210448717,2.2660332288430105,1.4336335742458768,0.016823214665143388,84.41337250599122,79.44917449080098
Qwen/Qwen3.5-9B,8,2,100,4096,2,0.28580572827650785,0.27937130207360766,2.9314717740496254,2.2929091580332175,2.8170891678112073,2.2535653898351398,0.06190600684783558,78.45520393243088,69.58899267871304
Qwen/Qwen3.5-9B,8,3,100,4096,2,0.22171527887895626,0.2139650286307427,2.8290853287609936,1.8529698119016542,2.729322250014359,1.8046610367720757,0.06736160669609745,77.25634980443844,68.98054662153449
Qwen/Qwen3.5-9B,8,4,100,4096,2,0.3254472246490404,0.3201634955065017,3.4381362235047996,2.026038215270302,3.346470612553294,1.9708342962050718,0.062335145385564866,77.52388017541915,69.9707913580263
Qwen/Qwen3.5-9B,8,5,100,4096,2,0.4196795264703039,0.4272829458389047,13.51887901244373,11.731952299274026,13.482085278080199,11.720703964685885,0.003932666728055643,86.65218686718586,85.33797208764487
Qwen/Qwen3.5-9B,8,6,100,4096,2,0.3583762247617728,0.2960948877258319,7.244250023595729,6.210746900090904,6.133756254485647,5.334332671982431,0.2674872842467666,61.201320343716716,46.3034377450252
Qwen/Qwen3.5-9B,8,7,100,4096,2,0.34992348375282933,0.21364590383325954,6.031669359575583,3.771487442031242,3.7332738969648958,3.216086367921468,0.3957161760881198,54.14381591225051,29.97262944125853
Qwen/Qwen3.5-9B,8,8,94,4096,2,0.17409875350634324,0.16430543378644924,2.2393008031031765,2.0258350487225627,2.0714059047730937,2.0078354449315654,0.09504800167945035,73.86931032117093,65.51322802372292
Qwen/Qwen3.5-9B,8,9,70,4096,2,0.2089174184992851,0.19372675881872178,2.81371060845776,2.5779844292690384,2.5702235939024383,2.426871350597904,0.2036217611769741,64.74402983823845,54.128536999321845
Qwen/Qwen3.5-9B,16,1,100,4096,2,0.21363827460400464,0.18010532319263398,13.232477275449929,8.228138736338305,11.241913622830756,8.000507259940266,0.17562049785779132,71.10101871787961,53.695044649084636
Qwen/Qwen3.5-9B,16,2,100,4096,2,0.4990248471377188,0.376617987642033,37.082548975393394,16.793706617591077,27.166986413630895,14.926191646932411,0.3668474103855831,53.16404566577657,43.81693271906441
Qwen/Qwen3.5-9B,16,3,100,4096,2,0.19655389528549894,0.1676429940568983,14.805899800292941,12.135591660506456,12.81276890063448,11.334139015397556,0.22447668083555644,62.343942450704844,55.10769224435631
Qwen/Qwen3.5-9B,16,4,100,4096,2,0.24590496448264101,0.21091668682940098,14.030297906911068,10.40341145250698,11.62117437657954,10.243130586169388,0.19332368051172494,68.48665929195637,52.004961195047365
Qwen/Qwen3.5-9B,16,5,100,4096,2,0.4619293112526417,0.4436603667927624,65.04110020440535,58.86363685036318,63.567791465427064,41.2932981679333,0.4989222277647368,45.15202522667318,12.135083983561874
Qwen/Qwen3.5-9B,16,6,100,4096,2,0.2675477051533544,0.25463438472979366,27.958642988509634,23.167217239779937,26.178626181978544,22.028287693196432,0.12824693254051683,71.99390551244907,60.39615098894405
Qwen/Qwen3.5-9B,16,7,100,4096,2,0.5165111061824494,0.49195857943257115,64.4062743739776,38.974127326037326,62.41897974116356,29.838764958325562,0.28700206614358625,64.96932249843718,40.75602945978007
Qwen/Qwen3.5-9B,16,8,94,4096,2,0.21599709196703326,0.21399576464182046,12.118888297800895,11.24304271511741,11.869533304378756,10.940158439240596,0.056608178046631374,76.29504340230886,74.96811631924915
Qwen/Qwen3.5-9B,16,9,70,4096,2,0.41369673831176895,0.41373841497597996,30.996630007103523,15.486966822042383,30.822000342358375,13.196390068567531,0.2627821528648953,65.33590328402849,43.69409554577633
Qwen/Qwen3.5-9B,24,1,100,4096,2,0.286316736913268,0.2887325549124573,58.61949018315301,51.78021892730791,58.19241686938754,51.52637999625791,0.013269157998103943,83.52764248021015,82.15102824605293
Qwen/Qwen3.5-9B,24,2,100,4096,2,0.3283051705810074,0.3134978264388104,82.95956472172391,44.31624318106331,78.68104690480973,43.13271384530319,0.1149051613730993,73.02602752698586,62.1231122681937
Qwen/Qwen3.5-9B,24,3,100,4096,2,0.4069256249153132,0.250020997395024,134.62771636575613,78.19132524850497,82.27023514430869,67.87546877160732,0.38176779069983235,56.85621396544937,29.86402568711356
Qwen/Qwen3.5-9B,24,4,100,4096,2,0.3305636576594009,0.20604389557882982,143.15921943888168,93.95205052007582,91.03009034954745,80.01811430381439,0.48322347851350744,46.15550655496746,29.312483805107526
Qwen/Qwen3.5-9B,24,5,100,4096,2,0.2982425268059865,0.2640611522032899,125.57139704593013,118.20693347021664,124.87618633736274,92.52269172696955,0.22208248049493606,67.61575286642778,48.3797612323919
Qwen/Qwen3.5-9B,24,6,100,4096,2,0.395647410650453,0.3876159098469938,196.40698902915008,110.79053931412834,191.6090105639907,97.4272221249776,0.18351724599411662,70.9106621581632,52.72595705202616
Qwen/Qwen3.5-9B,24,7,100,4096,2,0.37572338535765587,0.3432362457543477,217.41006674879185,120.15528215086475,200.6501330986376,102.74079777998196,0.3077606668704829,57.08903010236807,47.00861115036501
Qwen/Qwen3.5-9B,24,8,94,4096,2,0.3093195685144075,0.2641775556790504,76.73540523602047,55.27081927847549,62.970447569204964,54.44164036106751,0.20516977633315167,67.67452685107486,50.66602661139348
Qwen/Qwen3.5-9B,24,9,70,4096,2,0.2482635277006115,0.22609862335878836,82.1740242022048,48.43158704929075,74.49353977316258,46.06307942144266,0.25136481533676003,60.19745909712478,54.88119816200663
Qwen/Qwen3.5-9B,31,1,100,4096,2,0.23253739311668714,0.23332328293962853,84.9966251089401,81.78399993850316,83.9073289821412,81.64911347679018,0.015094279487377696,84.17029834627755,80.16532374099243
Qwen/Qwen3.5-9B,31,2,100,4096,2,0.2462313244261064,0.23555778659925702,106.44947444695964,65.54032962520408,100.94738407715103,64.89884592051133,0.07716000614911109,74.34610294551152,70.25243266961688
Qwen/Qwen3.5-9B,31,3,100,4096,2,0.3366496944742848,0.24213310728965803,208.01425513031452,132.26136013308957,140.41058186521545,129.8975134917814,0.29826395990536986,61.883134180102545,40.15593963302175
Qwen/Qwen3.5-9B,31,4,100,4096,2,0.2561118971634668,0.19022424818023373,221.71722652857383,145.37936719997816,159.04860352373282,142.8571252595488,0.2912498064441467,64.84226067416377,40.257208679735484
Qwen/Qwen3.5-9B,31,5,100,4096,2,0.18912657542129524,0.17074133410694692,120.60720074983331,115.94363260421628,113.0773837886474,105.98635954207057,0.1809795007110841,65.02857403321684,61.27697498322677
Qwen/Qwen3.5-9B,31,6,100,4096,2,0.40362721581443756,0.37193373092132265,339.20661837484937,271.29827980047077,284.0061551218897,264.47979458532495,0.2091026087330512,69.36997668672014,49.72481377220334
Qwen/Qwen3.5-9B,31,7,100,4096,2,0.32823270036981,0.33139590815096104,306.29003521030904,182.14534748143123,306.2159205787561,177.8900368031966,0.025862171016988365,82.87849260091261,76.90633720543407
Qwen/Qwen3.5-9B,31,8,94,4096,2,0.243964764198695,0.21740040580814418,108.51267836806755,85.78029566286062,94.29697882952213,85.19837100789194,0.13755200981973914,71.46886476846421,59.11231484618487
Qwen/Qwen3.5-9B,31,9,70,4096,2,0.23713474428412096,0.23307015981288157,122.35697525238754,90.3717897957524,122.0718456253731,85.06773036008073,0.06935708804248855,77.99287345443747,68.26501211044975
