fold,n_train,n_test,accuracy,balanced_accuracy,roc_auc,feature_group,classifier_model
2,615,154,0.6038961038961039,0.5970742431929646,0.6419753086419753,projection,gradient_boosting
3,615,154,0.5909090909090909,0.5881109419922206,0.6399458819550145,projection,gradient_boosting
4,615,154,0.5844155844155844,0.584644004735329,0.6321664129883308,projection,gradient_boosting
5,616,153,0.6274509803921569,0.6251712328767123,0.6744863013698631,projection,gradient_boosting
1,615,154,0.6038961038961039,0.6038389988161678,0.619482496194825,normalized_projection,logistic_l2
2,615,154,0.5909090909090909,0.5914933198038221,0.6380855741586335,normalized_projection,logistic_l2
3,615,154,0.6103896103896104,0.6120412650093016,0.6475562320311179,normalized_projection,logistic_l2
4,615,154,0.5714285714285714,0.5702688990360223,0.593607305936073,normalized_projection,logistic_l2
5,616,153,0.5947712418300654,0.592722602739726,0.6308219178082191,normalized_projection,logistic_l2
1,615,154,0.5974025974025974,0.5983426348723153,0.60882800608828,normalized_projection,linear_svm
2,615,154,0.6103896103896104,0.6120412650093016,0.6384238119397937,normalized_projection,linear_svm
3,615,154,0.5974025974025974,0.5976661593099949,0.6319972940977507,normalized_projection,linear_svm
4,615,154,0.5454545454545454,0.5442245898866903,0.5897175714527312,normalized_projection,linear_svm
5,616,153,0.5947712418300654,0.5921232876712329,0.638013698630137,normalized_projection,linear_svm
1,615,154,0.564935064935065,0.5634195839675291,0.5854895991882293,normalized_projection,rbf_svm
2,615,154,0.5324675324675324,0.532555386436665,0.5247759174699814,normalized_projection,rbf_svm
3,615,154,0.6103896103896104,0.6093353627600203,0.6426517842042956,normalized_projection,rbf_svm
4,615,154,0.6038961038961039,0.6051919499408084,0.5844748858447489,normalized_projection,rbf_svm
5,616,153,0.5816993464052288,0.5826198630136986,0.5922945205479452,normalized_projection,rbf_svm
1,615,154,0.6038961038961039,0.6018095721292068,0.617453069507864,normalized_projection,random_forest
2,615,154,0.538961038961039,0.5339928970065957,0.5401657365127684,normalized_projection,random_forest
3,615,154,0.5909090909090909,0.5874344664299003,0.6177913072890241,normalized_projection,random_forest
4,615,154,0.5454545454545454,0.5415186876374091,0.5552173177743954,normalized_projection,random_forest
5,616,153,0.5555555555555556,0.555222602739726,0.6023972602739726,normalized_projection,random_forest
1,615,154,0.538961038961039,0.5400811770674785,0.5824454591577879,normalized_projection,extra_trees
2,615,154,0.5324675324675324,0.532555386436665,0.532555386436665,normalized_projection,extra_trees
3,615,154,0.5974025974025974,0.5963132081853543,0.6193133773042448,normalized_projection,extra_trees
4,615,154,0.5194805194805194,0.517503805175038,0.5474378488077117,normalized_projection,extra_trees
5,616,153,0.5816993464052288,0.5814212328767123,0.5950342465753424,normalized_projection,extra_trees
1,615,154,0.5844155844155844,0.5785557246744462,0.6328428885506511,normalized_projection,gradient_boosting
2,615,154,0.4935064935064935,0.4874006426517842,0.5225773718924404,normalized_projection,gradient_boosting
3,615,154,0.5909090909090909,0.5908168442415018,0.6018941315744968,normalized_projection,gradient_boosting
4,615,154,0.5714285714285714,0.5689159479113817,0.6216810417723659,normalized_projection,gradient_boosting
5,616,153,0.5490196078431373,0.5441780821917808,0.6205479452054794,normalized_projection,gradient_boosting
1,615,154,0.7337662337662337,0.7300016911889058,0.7534246575342467,all_geometry_no_delta,logistic_l2
2,615,154,0.6623376623376623,0.6648063588702857,0.6998139692203619,all_geometry_no_delta,logistic_l2
3,615,154,0.7142857142857143,0.7141890749196684,0.7559614408929477,all_geometry_no_delta,logistic_l2
4,615,154,0.6493506493506493,0.6463723997970574,0.6901741924572974,all_geometry_no_delta,logistic_l2
5,616,153,0.6339869281045751,0.6308219178082192,0.6845890410958904,all_geometry_no_delta,logistic_l2
1,615,154,0.7077922077922078,0.7053103331642144,0.7270421106037545,all_geometry_no_delta,linear_svm
2,615,154,0.6298701298701299,0.6319127346524607,0.6852697446304753,all_geometry_no_delta,linear_svm
3,615,154,0.7207792207792207,0.7190089633012007,0.7537628953154067,all_geometry_no_delta,linear_svm
4,615,154,0.6558441558441559,0.6498393370539489,0.6626078132927449,all_geometry_no_delta,linear_svm
5,616,153,0.6405228758169934,0.6394691780821917,0.6797945205479452,all_geometry_no_delta,linear_svm
1,615,154,0.6623376623376623,0.656688652122442,0.7373583629291391,all_geometry_no_delta,rbf_svm
2,615,154,0.6428571428571429,0.6435819381024861,0.6756299678674108,all_geometry_no_delta,rbf_svm
3,615,154,0.7272727272727273,0.7272112294943345,0.7916455268053442,all_geometry_no_delta,rbf_svm
4,615,154,0.6883116883116883,0.6881447657703366,0.7475054963639439,all_geometry_no_delta,rbf_svm
5,616,153,0.6535947712418301,0.6513698630136986,0.6890410958904108,all_geometry_no_delta,rbf_svm
1,615,154,0.6298701298701299,0.6265009301538982,0.6947404025029595,all_geometry_no_delta,random_forest
2,615,154,0.6298701298701299,0.6265009301538982,0.6736005411804499,all_geometry_no_delta,random_forest
3,615,154,0.6883116883116883,0.6874682902080163,0.7730424488415357,all_geometry_no_delta,random_forest
4,615,154,0.6623376623376623,0.6580416032470826,0.7121596482327076,all_geometry_no_delta,random_forest
5,616,153,0.6535947712418301,0.6477739726027397,0.6972602739726026,all_geometry_no_delta,random_forest
1,615,154,0.6298701298701299,0.6258244545915779,0.7072552004058853,all_geometry_no_delta,extra_trees
2,615,154,0.6363636363636364,0.6340267207847117,0.6756299678674108,all_geometry_no_delta,extra_trees
3,615,154,0.7207792207792207,0.719685438863521,0.7684762387958735,all_geometry_no_delta,extra_trees
4,615,154,0.6558441558441559,0.6545746659901911,0.7294097750718755,all_geometry_no_delta,extra_trees
5,616,153,0.6666666666666666,0.6638698630136985,0.6965753424657535,all_geometry_no_delta,extra_trees
1,615,154,0.6103896103896104,0.6059529849484186,0.647894469812278,all_geometry_no_delta,gradient_boosting
2,615,154,0.6233766233766234,0.6189751395230847,0.7013360392355826,all_geometry_no_delta,gradient_boosting
3,615,154,0.6493506493506493,0.647725350921698,0.6878065279891764,all_geometry_no_delta,gradient_boosting
4,615,154,0.6623376623376623,0.6593945543717232,0.7163876204972095,all_geometry_no_delta,gradient_boosting
5,616,153,0.6078431372549019,0.6034246575342466,0.6470890410958905,all_geometry_no_delta,gradient_boosting
1,615,154,0.6493506493506493,0.6450194486724168,0.6829020801623541,delta_only,logistic_l2
2,615,154,0.6038961038961039,0.606544901065449,0.6786741078978522,delta_only,logistic_l2
3,615,154,0.6883116883116883,0.6874682902080163,0.7344833417892779,delta_only,logistic_l2
4,615,154,0.5714285714285714,0.5662100456621004,0.5741586335193641,delta_only,logistic_l2
5,616,153,0.6405228758169934,0.6400684931506849,0.6506849315068494,delta_only,logistic_l2
1,615,154,0.6818181818181818,0.6785895484525621,0.6972771858616608,delta_only,linear_svm
2,615,154,0.6233766233766234,0.6250634195839675,0.6894977168949773,delta_only,linear_svm
3,615,154,0.6623376623376623,0.6593945543717232,0.6974463047522408,delta_only,linear_svm
4,615,154,0.5584415584415584,0.5538643666497547,0.5626585489599188,delta_only,linear_svm
5,616,153,0.6274509803921569,0.6269691780821918,0.6477739726027398,delta_only,linear_svm
1,615,154,0.5714285714285714,0.5580923389142567,0.6399458819550143,delta_only,rbf_svm
2,615,154,0.6038961038961039,0.5903094875697615,0.6049382716049383,delta_only,rbf_svm
3,615,154,0.6558441558441559,0.6491628614916286,0.6524606798579401,delta_only,rbf_svm
4,615,154,0.5909090909090909,0.5806697108066972,0.6429900219854557,delta_only,rbf_svm
5,616,153,0.673202614379085,0.6647260273972603,0.6794520547945205,delta_only,rbf_svm
1,615,154,0.551948051948052,0.5483680027059022,0.589210214780991,delta_only,random_forest
2,615,154,0.5714285714285714,0.5682394723490614,0.6198207339759851,delta_only,random_forest
3,615,154,0.6493506493506493,0.6497547776086589,0.6818873668188737,delta_only,random_forest
4,615,154,0.6818181818181818,0.6785895484525621,0.715542026044309,delta_only,random_forest
5,616,153,0.6143790849673203,0.6102739726027397,0.6392123287671232,delta_only,random_forest
1,615,154,0.525974025974026,0.5223236935565703,0.5831219347201083,delta_only,extra_trees
2,615,154,0.577922077922078,0.5750887874175545,0.6309825807542703,delta_only,extra_trees
3,615,154,0.6623376623376623,0.6634534077456451,0.7119905293421275,delta_only,extra_trees
4,615,154,0.6558441558441559,0.6525452393032302,0.7028581092508034,delta_only,extra_trees
5,616,153,0.6078431372549019,0.604623287671233,0.6386986301369862,delta_only,extra_trees
1,615,154,0.5974025974025974,0.5929308303737528,0.6289531540673093,delta_only,gradient_boosting
2,615,154,0.5974025974025974,0.593607305936073,0.6142398105868425,delta_only,gradient_boosting
3,615,154,0.5974025974025974,0.5969896837476747,0.67393877896161,delta_only,gradient_boosting
4,615,154,0.6103896103896104,0.6066294605107391,0.6429900219854557,delta_only,gradient_boosting
5,616,153,0.5816993464052288,0.5748287671232877,0.6154109589041096,delta_only,gradient_boosting
1,615,154,0.7337662337662337,0.7293252156265855,0.7615423642820903,all_geometry_with_delta,logistic_l2
2,615,154,0.6558441558441559,0.6579570438017927,0.7016742770167428,all_geometry_with_delta,logistic_l2
3,615,154,0.7337662337662337,0.732707593438187,0.7530864197530864,all_geometry_with_delta,logistic_l2
4,615,154,0.6558441558441559,0.6525452393032302,0.6903433113478775,all_geometry_with_delta,logistic_l2
5,616,153,0.673202614379085,0.6707191780821917,0.6861301369863013,all_geometry_with_delta,logistic_l2
1,615,154,0.6883116883116883,0.6867918146456959,0.7245053272450532,all_geometry_with_delta,linear_svm
2,615,154,0.6103896103896104,0.6113647894469811,0.6834094368340945,all_geometry_with_delta,linear_svm
3,615,154,0.7077922077922078,0.7059868087265347,0.7507187552849652,all_geometry_with_delta,linear_svm
4,615,154,0.6493506493506493,0.6429900219854557,0.6565195332318621,all_geometry_with_delta,linear_svm
5,616,153,0.6274509803921569,0.6251712328767123,0.6678082191780821,all_geometry_with_delta,linear_svm
1,615,154,0.6493506493506493,0.6436664975477762,0.7351598173515982,all_geometry_with_delta,rbf_svm
2,615,154,0.6298701298701299,0.63055978352782,0.6744461356333502,all_geometry_with_delta,rbf_svm
3,615,154,0.7077922077922078,0.7059868087265347,0.7860646034162015,all_geometry_with_delta,rbf_svm
4,615,154,0.6883116883116883,0.6881447657703366,0.7517334686284458,all_geometry_with_delta,rbf_svm
5,616,153,0.6470588235294118,0.6451198630136986,0.6886986301369863,all_geometry_with_delta,rbf_svm
1,615,154,0.6298701298701299,0.6265009301538982,0.6977845425334009,all_geometry_with_delta,random_forest
2,615,154,0.6103896103896104,0.6086588871976999,0.6749534923050905,all_geometry_with_delta,random_forest
3,615,154,0.6818181818181818,0.6819719262641637,0.7622188398444106,all_geometry_with_delta,random_forest
4,615,154,0.6688311688311688,0.6655673938778961,0.7202773549805513,all_geometry_with_delta,random_forest
5,616,153,0.6339869281045751,0.6296232876712329,0.6898972602739726,all_geometry_with_delta,random_forest
1,615,154,0.6558441558441559,0.6532217148655505,0.7060713681718248,all_geometry_with_delta,extra_trees
2,615,154,0.6428571428571429,0.6429054625401658,0.6906815491290378,all_geometry_with_delta,extra_trees
3,615,154,0.7012987012987013,0.7004904447826822,0.7588364620328091,all_geometry_with_delta,extra_trees
4,615,154,0.6753246753246753,0.6744461356333502,0.7278877050566548,all_geometry_with_delta,extra_trees
5,616,153,0.6862745098039216,0.6826198630136986,0.7035958904109588,all_geometry_with_delta,extra_trees
1,615,154,0.6168831168831169,0.6128023000169118,0.663115169964485,all_geometry_with_delta,gradient_boosting
2,615,154,0.6363636363636364,0.6353796719093523,0.693387451378319,all_geometry_with_delta,gradient_boosting
3,615,154,0.6688311688311688,0.6689497716894977,0.7131743615761881,all_geometry_with_delta,gradient_boosting
4,615,154,0.6233766233766234,0.619651615085405,0.7189244038559106,all_geometry_with_delta,gradient_boosting
5,616,153,0.6143790849673203,0.607277397260274,0.6690068493150685,all_geometry_with_delta,gradient_boosting
