conflict_type_idx,layer,n,mean_cosine_delta,frac_cosine_new,mean_centered_cosine_delta,frac_centered_cosine_new,mean_projection,frac_projection_new
9,2,70,3.462620523159313e-05,0.6428571428571429,0.008600101029323022,0.6571428571428571,0.003300759932367732,0.6571428571428571
9,3,70,-0.0008191851592485605,0.2571428571428571,-0.012190405347962304,0.24285714285714285,-0.03456817780851278,0.2571428571428571
9,4,70,-0.0013464509654301778,0.2,-0.01886168484493649,0.21428571428571427,-0.0745045938874579,0.2
9,5,70,-0.0011255612916639631,0.21428571428571427,-0.019959492508121807,0.24285714285714285,-0.07159212674335892,0.22857142857142856
9,6,70,-0.000871674407684748,0.22857142857142856,-0.013651630263430884,0.3,-0.04905448316181554,0.2714285714285714
9,7,70,-0.0017178801525322125,0.12857142857142856,-0.01951436382368021,0.12857142857142856,-0.11644381742525778,0.12857142857142856
9,8,70,-0.0017624572515892477,0.14285714285714285,-0.018107834058589744,0.17142857142857143,-0.11250158593952232,0.14285714285714285
9,9,70,-0.001429549770468814,0.2,-0.015141400105464697,0.22857142857142856,-0.09365412087097512,0.21428571428571427
9,10,70,-0.0008928676115848307,0.2714285714285714,-0.009962298759372238,0.2714285714285714,-0.06255946151779096,0.2857142857142857
9,11,70,-0.0015397263271198375,0.15714285714285714,-0.01157277274464794,0.17142857142857143,-0.12210601667505025,0.18571428571428572
9,12,70,-0.001541502934740061,0.21428571428571427,-0.011065790155317284,0.18571428571428572,-0.12225459275580348,0.21428571428571427
9,13,70,-0.0008798966200314634,0.3142857142857143,-0.006572309745353538,0.3142857142857143,-0.07306142846027294,0.32857142857142857
9,14,70,-0.0006590890173055903,0.37142857142857144,-0.0057984668604242565,0.34285714285714286,-0.05599186244803429,0.37142857142857144
9,15,70,-0.0021147453392951735,0.3,-0.010472574951747292,0.3142857142857143,-0.1529946923560139,0.3
9,16,70,-0.004523399590652401,0.2571428571428571,-0.02044779108966383,0.24285714285714285,-0.2607111647288333,0.2571428571428571
9,17,70,-0.003887712793648623,0.3,-0.01803844840196819,0.2857142857142857,-0.21813183164578304,0.3
9,18,70,-0.0023528053887121917,0.32857142857142857,-0.01497894672115167,0.3142857142857143,-0.16880404755053635,0.32857142857142857
9,19,70,-0.0037579448115024816,0.3,-0.01335178321530773,0.2857142857142857,-0.3406648464444103,0.3
9,20,70,-0.005033827781485765,0.2857142857142857,-0.01595274032636886,0.2571428571428571,-0.43265338682332494,0.3
9,21,70,-0.005569212902519276,0.3,-0.016200200820257374,0.2714285714285714,-0.5094980423554066,0.3
9,22,70,-0.004204816683897387,0.2857142857142857,-0.013730371789272845,0.2714285714285714,-0.5300430908914979,0.2857142857142857
9,23,70,-0.00522426186512065,0.2714285714285714,-0.013585747313349716,0.2571428571428571,-0.5813024399202856,0.2714285714285714
9,24,70,-0.005764704441884144,0.2571428571428571,-0.014205410751537723,0.2571428571428571,-0.6782725950952405,0.2571428571428571
9,25,70,-0.006254348905232673,0.2571428571428571,-0.015332643983327511,0.2571428571428571,-0.7716086433379692,0.2714285714285714
9,26,70,-0.004692615564425031,0.2857142857142857,-0.01594210479827466,0.2714285714285714,-0.8202461616069455,0.3
9,27,70,-0.0060951602632290155,0.3142857142857143,-0.012973978440796225,0.3142857142857143,-0.8059492123470007,0.3142857142857143
9,28,70,-0.005362627888295787,0.3142857142857143,-0.011792284675354923,0.3142857142857143,-0.8840058201865408,0.3142857142857143
9,29,70,-0.0058361353635001945,0.3142857142857143,-0.011639758137626983,0.3142857142857143,-0.9851618865921685,0.3142857142857143
9,30,70,-0.0057596036871229855,0.3,-0.01023655527318534,0.3,-1.0925254284876664,0.3
9,31,70,-0.004772461842553474,0.3142857142857143,-0.007359193255515072,0.3142857142857143,-2.9038851012797653,0.32857142857142857
