pair_label,pair_label_display,layer,n,mean_cos_org,mean_cos_new,mean_cosine_delta,mean_centered_cos_org,mean_centered_cos_new,mean_centered_cosine_delta,mean_projection,mean_normalized_projection
1,1: new,0,365,0.9998736027566817,0.9998778298245526,4.2270678709915015e-06,0.8931139703998345,0.8957288986998215,0.002614928299986855,0.0010631998466891024,0.12884317732171197
1,1: new,1,365,0.9996698944056507,0.9996716919527326,1.7975470819952643e-06,0.9239964632139595,0.9253090385814488,0.0013125753674893407,0.0014854570021739849,0.099022142249901
1,1: new,2,365,0.999053077253535,0.9990811132960741,2.8036042538893798e-05,0.9144983472955186,0.9185516027274063,0.004053255431887733,0.003984655463451545,0.13872437144450425
1,1: new,3,365,0.9972965867158226,0.9968927793114153,-0.0004038074044072214,0.935985566986735,0.9277028194602457,-0.008282747526489234,-0.011705530424128193,-0.06661131219006464
1,1: new,4,365,0.9961344996206837,0.9957454804938468,-0.0003890191268369244,0.9346856985472471,0.9277971498269678,-0.006888548720279281,-0.016810835767406253,-0.08584969051145713
1,1: new,5,365,0.9970095142615144,0.9966979726350113,-0.0003115416265032103,0.9345061324806314,0.9271874878201108,-0.007318644660520595,-0.01726659125129072,-0.09656886694141421
1,1: new,6,365,0.9967193142140659,0.9965153008990051,-0.00020401331506081854,0.9252153263861632,0.9201997478910912,-0.005015578495071972,-0.008250179603616124,-0.04180433297703007
1,1: new,7,365,0.995934683117551,0.9952189422470473,-0.0007157408705036029,0.9518224643785465,0.9416673857787032,-0.010155078599843229,-0.04289660495213251,-0.14461626221147098
1,1: new,8,365,0.9957372321340233,0.9949468832296968,-0.000790348904326532,0.951780516477765,0.9418113936855881,-0.009969122792176793,-0.04387504015868118,-0.14728221942320613
1,1: new,9,365,0.9956869788496412,0.9950641026294189,-0.0006228762202221898,0.9483929812023701,0.9400605997108947,-0.008332381491475494,-0.03533027841596145,-0.11867756979811234
1,1: new,10,365,0.995506828633781,0.9951818008385778,-0.0003250277952032598,0.9377086149519802,0.9330277176283378,-0.00468089732364253,-0.01749669119549991,-0.0561174928581811
1,1: new,11,365,0.995037898935935,0.9926242576545878,-0.002413641281347034,0.9626302243787168,0.9437518586757576,-0.018878365702959112,-0.0881040531382562,-0.17146072670537643
1,1: new,12,365,0.9940740410194017,0.9919356725459286,-0.002138368473473115,0.9594663953188122,0.943738131534742,-0.015728263784070263,-0.0744341062260684,-0.12210806553796619
1,1: new,13,365,0.9922571753078331,0.9907255425355641,-0.0015316327722688604,0.9490771932424988,0.9374380902453444,-0.011639102997154425,-0.04138306918559277,-0.05018626594428729
1,1: new,14,365,0.992381384928958,0.9911784745665012,-0.0012029103624566757,0.9442934417199886,0.934095164531502,-0.010198277188486697,-0.02752027781580314,-0.017216082838818647
1,1: new,15,365,0.9867304038435742,0.9845689311205573,-0.0021614727230168064,0.9429337369517772,0.9315833382953287,-0.011350398656448477,-0.07421093355473876,-0.09751326788325403
1,1: new,16,365,0.9823021408222296,0.9807574136670361,-0.0015447271551934404,0.9333470078851732,0.9248320311356737,-0.00851497674949972,-0.06345881435703969,-0.0850180974369163
1,1: new,17,365,0.9748954012234938,0.9749328428316509,3.744160815699707e-05,0.9119485794487854,0.9100980892389408,-0.0018504902098446794,-0.006367748840935369,-0.033690312866873864
1,1: new,18,365,0.970025953579664,0.97149516416981,0.0014692105901458643,0.8930497992971668,0.896609575214275,0.003559775917108296,0.0556301984299505,0.03347806995238378
1,1: new,19,365,0.9627957636138954,0.967301855649188,0.004506092035292637,0.9076365893446128,0.9178311204577021,0.010194531113089336,0.1066073105921681,-0.0007011641300332929
1,1: new,20,365,0.9594745716105352,0.9658050042812033,0.006330432670668173,0.9031399693494039,0.9180037045455187,0.014863735196114938,0.17005705251805464,0.02019476402319068
1,1: new,21,365,0.9566047900810614,0.9639762425211211,0.0073714524400598285,0.9002136128497051,0.9176161374210903,0.01740252457138512,0.21478343621594742,0.03185207845634838
1,1: new,22,365,0.9599185256687077,0.967234554207774,0.007316028539066293,0.8964120412650752,0.9169709169632125,0.020558875698137434,0.27733437088299007,0.03657910601609658
1,1: new,23,365,0.9537689685716887,0.9633686805739812,0.009599712002292518,0.900486341059492,0.9221996787782507,0.021713337718758576,0.3367878232541882,0.04887275377982335
1,1: new,24,365,0.9534513288451391,0.9632623225566554,0.009810993711516383,0.9012410163849456,0.9233227406098115,0.022081724224865835,0.37030240635640094,0.055094561053308774
1,1: new,25,365,0.9552687853650226,0.964688766602905,0.009419981237882395,0.9013517869454724,0.9236933965158972,0.022341609570424827,0.38672391769559317,0.05576949276722296
1,1: new,26,365,0.9649108449138493,0.9726954723688704,0.007784627455021174,0.8995464283617869,0.9247523872522254,0.025205958890438557,0.4633491568398836,0.0490747137105537
1,1: new,27,365,0.9520482896097846,0.9636444701930692,0.011596180583284562,0.9054021475275706,0.9294098959832087,0.024007748455637915,0.5590091947746372,0.07815416224035017
1,1: new,28,365,0.954846536523844,0.9655810111231095,0.010734474599265558,0.9037399861754172,0.9282014075091448,0.024461421333727563,0.6885943385348287,0.08188797271685497
1,1: new,29,365,0.9508917705238329,0.9627073786319472,0.011815608108114306,0.9023939506954344,0.9272643106773375,0.024870359981903185,0.7775399791306021,0.07884584773393404
1,1: new,30,365,0.9495672100455566,0.9612330597097196,0.011665849664163055,0.9003899020859558,0.9252582664092224,0.024868364323266574,0.9220731273021812,0.07811175086930891
1,1: new,31,365,0.9394807533918575,0.9551190770388864,0.015638323647028912,0.8959480616611527,0.9236818966272409,0.027733834966088205,3.2625430047978394,0.09683288817992775
2,2: org,0,404,0.9999014644425227,0.9998864449196131,-1.5019522909670513e-05,0.9139205280701035,0.9009448169771858,-0.01297571109291765,-0.001860022781935153,-0.12203532373009873
2,2: org,1,404,0.9997372722904425,0.9997050091577644,-3.2263132678163757e-05,0.9400191925619038,0.9341884867204433,-0.005830705841460377,-0.0025215105010636244,-0.09590755389818621
2,2: org,2,404,0.9992206233815382,0.9991663996507023,-5.422373083584025e-05,0.931055060600474,0.927534321882654,-0.003520738717819932,-0.0021684407764909442,-0.05301879715364481
