feature_group,classifier_model,name,n_folds,n_samples,n_features,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,roc_auc_mean,roc_auc_std,feature_names
all_geometry_no_delta,gradient_boosting,all_geometry_no_delta__gradient_boosting,5,769,192,0.6306595365418894,0.024173126394704817,0.6270945374598342,0.02520949542209497,0.6801027397260274,0.03144070165535132,"cos_org,cos_new,centered_cos_org,centered_cos_new,projection,normalized_projection"
delta_only,logistic_l2,delta_only__logistic_l2,5,769,64,0.6307019777608013,0.044707363242336276,0.6290622357517336,0.04539952010681331,0.6641806189751396,0.058713538921743476,"cosine_delta,centered_cosine_delta"
delta_only,linear_svm,delta_only__linear_svm,5,769,64,0.6306850012732366,0.047168526094776085,0.6287762134280399,0.04755966292724312,0.6589307458143076,0.057621712360267655,"cosine_delta,centered_cosine_delta"
delta_only,rbf_svm,delta_only__rbf_svm,5,769,64,0.6190561072914015,0.0435191542675551,0.6085920852359209,0.0459922387428144,0.6439573820395739,0.026794107399209982,"cosine_delta,centered_cosine_delta"
delta_only,random_forest,delta_only__random_forest,5,769,64,0.613784907902555,0.05364619596171513,0.611045154743785,0.05436457159442064,0.6491345340774565,0.05007837886670508,"cosine_delta,centered_cosine_delta"
delta_only,extra_trees,delta_only__extra_trees,5,769,64,0.6059842118665648,0.056688389916109166,0.6036068831388466,0.05787452155740621,0.6535303568408593,0.0537041598847286,"cosine_delta,centered_cosine_delta"
delta_only,gradient_boosting,delta_only__gradient_boosting,5,769,64,0.5968593498005264,0.01017077932640146,0.5929972095383055,0.011535239924723807,0.6351065449010654,0.024654069342249733,"cosine_delta,centered_cosine_delta"
all_geometry_with_delta,logistic_l2,all_geometry_with_delta__logistic_l2,5,769,256,0.6904846787199729,0.040140962284640126,0.6886508540503974,0.039251338773317775,0.7185553018772197,0.035960264056762094,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
all_geometry_with_delta,linear_svm,all_geometry_with_delta__linear_svm,5,769,256,0.6566590272472626,0.04081627870720921,0.6544609335362759,0.04045660545365992,0.6965922543548114,0.0397396152414542,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
all_geometry_with_delta,rbf_svm,all_geometry_with_delta__rbf_svm,5,769,256,0.6644766997708174,0.032303770709702515,0.6626955437172332,0.03250197210353987,0.7272205310333164,0.045813794019616084,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
all_geometry_with_delta,random_forest,all_geometry_with_delta__random_forest,5,769,256,0.6449792038027332,0.029460060885675182,0.6424644850329783,0.030237113737894318,0.7090262979874853,0.03394586141662426,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
all_geometry_with_delta,extra_trees,all_geometry_with_delta__extra_trees,5,769,256,0.6723198370257194,0.0233614797164535,0.6707367241670894,0.02303045422545893,0.7174145949602571,0.026738260207407428,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
all_geometry_with_delta,gradient_boosting,all_geometry_with_delta__gradient_boosting,5,769,256,0.6319667260843731,0.02229882401699596,0.6288121511922882,0.024789802797131565,0.6915216472179943,0.025184699770708075,"cos_org,cos_new,cosine_delta,centered_cos_org,centered_cos_new,centered_cosine_delta,projection,normalized_projection"
