pair_label,pair_label_display,layer,n,mean_cos_org,mean_cos_new,mean_centered_cos_org,mean_centered_cos_new,mean_projection,mean_normalized_projection
1,1: new,30,383,0.9344396850258597,0.946010137175327,0.8575144320374648,0.8842112855454313,3.810245982871909,0.12416267462502292
1,1: new,31,383,0.9283003741068413,0.9415496193771482,0.8545985097080983,0.8831197342306317,2.7381640417033553,0.13507548926003513
2,2: org,0,399,0.9999574508307856,0.9999529715816011,0.9118692950127762,0.902218183880522,-0.0021129306700053484,-0.05656311933582539
2,2: org,1,399,0.9999046367765905,0.9998950284011029,0.9270046798787576,0.9216247265283541,-0.0028443553708152906,-0.05548150460501048
2,2: org,2,399,0.9998168253502862,0.9997974825638166,0.9238619662336852,0.918782910128125,-0.0038075283325703846,-0.05200664103863169
2,2: org,3,399,0.9993176967448933,0.9992268694595274,0.9444087897358404,0.937491729650708,-0.032145037013946665,-0.20470484337137254
2,2: org,4,399,0.9989285454241797,0.9988190712914236,0.9445930533258678,0.937211125732168,-0.051137396122058185,-0.24455973540561843
2,2: org,5,399,0.9991412797139995,0.9990424106472382,0.9424650956108511,0.9341026045205822,-0.05179837877976638,-0.23829898660175036
2,2: org,6,399,0.9990053042616355,0.9988880108113838,0.9383721888008544,0.930069964934255,-0.05303559847514031,-0.24232780407084126
2,2: org,7,399,0.9986197038042722,0.9983591814829426,0.9482304899898083,0.9385444282468084,-0.08810047723754862,-0.2695172462534944
2,2: org,8,399,0.9980345972987003,0.997614636445372,0.9485858316389131,0.9381861932572951,-0.11555925983476413,-0.2732006500868481
2,2: org,9,399,0.9984569876885748,0.9981452916387674,0.9485999082833407,0.937954658860061,-0.11157802944631036,-0.24989343932636718
2,2: org,10,399,0.9983191122044344,0.9980362987471462,0.9426561420116979,0.9335548716011879,-0.09668550261324461,-0.21593980928038548
2,2: org,11,399,0.9975002314864072,0.9973870842932938,0.9425136263051566,0.9418598550861191,-0.09590715668583882,-0.1658733456582899
2,2: org,12,399,0.9963990304134297,0.9965906084599819,0.9347476695980173,0.9416346155431228,-0.03138409551920232,-0.06565306428907881
2,2: org,13,399,0.9948691624154122,0.9954201929984619,0.9240875408113806,0.9361143190745991,0.0539538209644937,0.01805987073930611
2,2: org,14,399,0.9945366131716377,0.9952337943883942,0.9187769136631148,0.9328666879501194,0.093266883679403,0.051045023662654516
2,2: org,15,399,0.98982448406221,0.9909236082326578,0.9089156684697797,0.9254339424909666,0.10533833201733771,0.012644525278107253
2,2: org,16,399,0.9857381488898287,0.9884154730788135,0.900479411673741,0.9241502597330581,0.2527728821327776,0.040577985871637134
2,2: org,17,399,0.9822182070277311,0.9851882465949122,0.8905282656251698,0.9126463239155562,0.29972055093682687,0.05506337705075371
2,2: org,18,399,0.9768785622567232,0.9799020897634839,0.87340275077801,0.893771239477942,0.3926651085928991,0.08154211167934682
2,2: org,19,399,0.9742650910717838,0.975777216619212,0.8863580070355561,0.8950987006742194,0.21376148395269906,0.037023062710214834
2,2: org,20,399,0.9717116360263283,0.9723206884894073,0.8895554886264522,0.8945852686611236,0.15282384595180776,0.027903460506740276
2,2: org,21,399,0.9690797108158,0.9695290509865583,0.8886669745730438,0.8924075228617544,0.20933339875584722,0.038703743047125816
2,2: org,22,399,0.9710542777902752,0.9684310482723447,0.8867982284556033,0.8809867104154353,-0.11495941966814739,0.011050992491170277
2,2: org,23,399,0.9622819571799783,0.9574188124696593,0.8947803864286519,0.8834906310814934,-0.38416636014624644,-0.008023248368804333
2,2: org,24,399,0.9622389426801623,0.9571961122320805,0.8939713409939214,0.8835184416604013,-0.5112068981779191,-0.0034137620274703475
2,2: org,25,399,0.9647588868508797,0.9591424312219914,0.89464543636935,0.8832451246221363,-0.6534605327784593,0.0037314527147609983
2,2: org,26,399,0.977084577236665,0.9708033703628158,0.8936011416512515,0.8791034002860602,-0.8959718948455382,-0.005931821168862379
2,2: org,27,399,0.9569815483468411,0.9456370606511865,0.9063545924258978,0.8835198458006112,-1.3229758318911033,-0.00609279008073806
2,2: org,28,399,0.9583544043556643,0.9469276267467113,0.9024116631081597,0.8795183944502786,-2.1575629354183254,-0.045216887118748696
2,2: org,29,399,0.9521295506767423,0.9390727530631947,0.8994829662415522,0.8773852309110417,-2.5217994489432827,-0.06169546554359757
2,2: org,30,399,0.9529684070751832,0.9381519249393543,0.8966945188232963,0.8727805231633058,-3.4114840041333228,-0.08049582240837569
2,2: org,31,399,0.9498577402792658,0.9353175256811946,0.896605315390399,0.8742231955356428,-2.648327124291204,-0.09122261404658115
