pair_label,pair_label_display,layer,n,mean_cos_org,mean_cos_new,mean_centered_cos_org,mean_centered_cos_new,mean_projection,mean_normalized_projection
1,1: new,0,383,0.9999430085532929,0.9999464343850051,0.8855997434733122,0.8931291267452508,0.0027103990127498997,0.12806357240423072
1,1: new,1,383,0.9998776097369296,0.999885092599302,0.9048854932505056,0.9132443411844554,0.005616791670602009,0.15039191908505703
1,1: new,2,383,0.9997632097060842,0.9997805491920635,0.9005001329435186,0.9117921407737475,0.009202894019130917,0.16883997347024876
1,1: new,3,383,0.9993043754772246,0.9991119211062549,0.9435120167278078,0.9276354258873549,-0.026749412816355168,-0.1011978999288161
1,1: new,4,383,0.9989670955429492,0.9986754861235905,0.946343949406916,0.9314484957666973,-0.03868419780455191,-0.09917237060211549
1,1: new,5,383,0.9991534719018358,0.9989332559448182,0.9434770702781576,0.9286614313420273,-0.03479084324160448,-0.07884598036630357
1,1: new,6,383,0.9989962403446211,0.9987814261112343,0.9379296504016361,0.9246527891299609,-0.02805370056578051,-0.05214363217249714
1,1: new,7,383,0.9985665613459661,0.9981071094600075,0.9468229716314194,0.9305817689996368,-0.06867198980498918,-0.11810238262639472
1,1: new,8,383,0.9979184840216829,0.9972907874422263,0.9460559641017421,0.9300393598551158,-0.086157687318381,-0.11725030047095805
1,1: new,9,383,0.9982956028410517,0.9978649954413623,0.9440126296580436,0.9296564018740138,-0.07337564151389708,-0.09113905187766856
1,1: new,10,383,0.9981008218488537,0.997750047362535,0.9359799672312258,0.9248854223938461,-0.0495982728533943,-0.050179026147197194
1,1: new,11,383,0.9977388711936509,0.9967431914063242,0.9507599495147843,0.9290678225565584,-0.1342211208819362,-0.09671320787743315
1,1: new,12,383,0.9967774608648391,0.9956941735030813,0.9441389547241295,0.9272240091093711,-0.09595726272639803,-0.016667364028438155
1,1: new,13,383,0.9952578526380493,0.9943314008575995,0.9321924783680492,0.921646946625359,-0.01142012723720556,0.06946203154119064
1,1: new,14,383,0.9948361994515598,0.9940448213942646,0.9263035166758411,0.9172641773418412,0.018376350456544826,0.09331758400832002
1,1: new,15,383,0.9910213616137685,0.9887117208565017,0.9237321384503969,0.905274684941801,-0.21854292637955816,-0.03343005653125097
1,1: new,16,383,0.9869418599950007,0.985054850140359,0.9131465069398581,0.8994383152359021,-0.19111042345266366,-0.023573083852017663
1,1: new,17,383,0.9827752281916058,0.9819082078044314,0.897978021484064,0.8912035946626432,-0.039805407173315474,0.02362047531392772
1,1: new,18,383,0.9756487630294399,0.9761998106186957,0.8730239284346362,0.8731334232129132,0.1718109073372208,0.0851504398755268
1,1: new,19,383,0.969463974250276,0.9720044560417229,0.8741601823153581,0.8824831248370392,0.40515473195898477,0.09988309320936016
1,1: new,20,383,0.964600426334205,0.9685605359805242,0.8712977878887227,0.8835842592905094,0.5815607333157806,0.10609111593461859
1,1: new,21,383,0.9601126999156308,0.9653837760853571,0.8651385507902619,0.8814491152628604,0.7936546495658006,0.11255681303138021
1,1: new,22,383,0.9621394047062835,0.96710463197533,0.8580354707156309,0.8770701818988067,1.0503365916620928,0.12560092315680996
1,1: new,23,383,0.9493953668419245,0.957142114149175,0.8638989374687466,0.884748495884268,1.3426467540444886,0.12746554280593247
1,1: new,24,383,0.9494496227872966,0.9571805793067379,0.8622600515603503,0.88361248929912,1.5085683950658968,0.13637870910971608
1,1: new,25,383,0.9518744001824875,0.9595301600449114,0.8612593070425828,0.8836375417635799,1.6593254161005404,0.13746783392575906
1,1: new,26,383,0.9675645555135344,0.9728834064374354,0.8591887539647631,0.884111262120067,1.949496212223468,0.13904277632543485
1,1: new,27,383,0.9387356247225626,0.9501991031967739,0.8697335531655211,0.8944401898109382,2.1232105013308047,0.12618006464706824
1,1: new,28,383,0.9418845202778394,0.9523254486516555,0.8649661691086896,0.8900568437033128,2.754318909624556,0.1314765193479037
1,1: new,29,383,0.9329163650429304,0.944953561802451,0.8612720688094755,0.8869952015980983,3.1573533575147943,0.1294932528617086
