conflict_type_idx,layer,n,mean_cosine_delta,frac_cosine_new,mean_centered_cosine_delta,frac_centered_cosine_new,mean_projection,frac_projection_new
4,21,100,-0.0020386520270529694,0.34,-0.004075918040913027,0.38,-1.034517091017933,0.34
4,22,100,-0.00280096779323643,0.34,0.0014603870383188239,0.38,-1.3161552514391368,0.33
4,23,100,-0.001296052482899317,0.34,0.006477403022319536,0.36,-1.288326759001942,0.31
4,24,100,4.386506273253321e-05,0.34,0.0129481143419377,0.39,-1.4235654000618319,0.34
4,25,100,-0.0014275029526191663,0.34,0.013239612732015625,0.38,-1.725415492969674,0.35
4,26,100,-0.003920032302238493,0.35,0.0190870300351953,0.37,-1.6978350396192408,0.35
4,27,100,-0.0032943157437990435,0.33,0.0033161258201661347,0.36,-2.2418745424482793,0.33
4,28,100,-0.0035055139380865195,0.36,0.009910441104831398,0.38,-2.7015240396169258,0.36
4,29,100,-0.0016133324988941533,0.35,0.014930601378140358,0.37,-2.933884717026834,0.35
4,30,100,-0.004949607351745608,0.32,0.01624850265866411,0.33,-3.498722937233775,0.33
4,31,100,-0.0007806586335932165,0.28,0.015046635186748843,0.29,-2.3094578055387682,0.27
5,0,100,-2.714404520395286e-06,0.42,-0.0018623768887174386,0.5,-0.00023459816643020632,0.46
5,1,100,-7.4579907591099115e-06,0.39,-0.006677937269166356,0.4,-0.0029603072574942153,0.39
5,2,100,-1.8763372924729403e-05,0.38,-0.00888226357845982,0.42,-0.005855129898128582,0.42
5,3,100,-0.0003003573158077155,0.46,-0.02535779291445247,0.48,-0.04349023252024924,0.46
5,4,100,4.576449687436646e-05,0.49,-0.006761038382234168,0.49,-0.010649095755061353,0.47
5,5,100,-6.59273758219725e-06,0.48,-0.011937460483754582,0.48,-0.016893258217435633,0.47
5,6,100,-3.0816600663633454e-05,0.48,-0.009585520803708215,0.5,-0.009345549771317178,0.48
5,7,100,-0.000997409784349883,0.4,-0.037106232153823374,0.4,-0.10282503448678539,0.42
5,8,100,-0.0013727423538033657,0.4,-0.03666401479571512,0.38,-0.12658179287691582,0.4
5,9,100,-0.0008779142122168093,0.39,-0.034886575341686,0.41,-0.11695225819008574,0.4
5,10,100,-0.0006994209819891884,0.42,-0.02803276472472616,0.42,-0.09499748398170232,0.42
5,11,100,-0.002295644600261403,0.33,-0.0428299192092097,0.34,-0.2592206299566695,0.34
5,12,100,-0.0026738882558836443,0.37,-0.033724403261873606,0.38,-0.25098379600682547,0.39
5,13,100,-0.0027318090954595777,0.45,-0.0266865648816618,0.44,-0.23532020576680676,0.44
5,14,100,-0.0020991053506232006,0.45,-0.02193605013964171,0.46,-0.19953281305182444,0.45
5,15,100,-0.005041875952955497,0.43,-0.030428635528648974,0.44,-0.3821079045308063,0.45
5,16,100,-0.004196764611163085,0.46,-0.017742362165610953,0.44,-0.31080418503474194,0.47
5,17,100,-0.003695826087005438,0.48,-0.015427957068155789,0.48,-0.26408997796551065,0.48
5,18,100,-0.003279839003163354,0.49,-0.016568208460217528,0.52,-0.24997401861785376,0.49
5,19,100,-0.004963894803442594,0.46,-0.020679680846057827,0.5,-0.44481755365858855,0.46
5,20,100,-0.006021205996606853,0.48,-0.02183367949202001,0.5,-0.5934388628279074,0.46
5,21,100,-0.006551594464168689,0.46,-0.02114041823485779,0.49,-0.7869045563297106,0.45
5,22,100,-0.006023648957513037,0.44,-0.020103359526901916,0.49,-0.9048357979999464,0.44
5,23,100,-0.00722355036583402,0.45,-0.02044933249925037,0.48,-0.9089236694225548,0.45
5,24,100,-0.006758300693667132,0.45,-0.017307649479099876,0.47,-1.0181252315879805,0.45
5,25,100,-0.006420579259671354,0.44,-0.01646589652661626,0.48,-1.1057098197303576,0.45
5,26,100,-0.0047141721135758215,0.46,-0.01891316922170319,0.46,-1.405415080142915,0.44
5,27,100,-0.008203502051438154,0.45,-0.017173964719334543,0.46,-1.3928730603630646,0.46
5,28,100,-0.007800601417598035,0.44,-0.017552084987018098,0.46,-1.7293648346735335,0.45
5,29,100,-0.008745888708655747,0.44,-0.017403241855376773,0.45,-1.9721925688222313,0.44
5,30,100,-0.008459204634055733,0.43,-0.018002994024402617,0.38,-2.796061660217857,0.43
5,31,100,-0.009291802543548701,0.41,-0.01783498950600944,0.4,-2.5360327818235753,0.4
6,0,100,-2.1533698430444835e-05,0.39,-0.04134953149253913,0.38,-0.007180531323562552,0.36
6,1,100,-3.6923822278498443e-05,0.4,-0.02402308898491222,0.41,-0.009287222605072547,0.4
6,2,100,-6.259700402055479e-05,0.39,-0.02003874568643941,0.41,-0.01039893455325722,0.4
6,3,100,-0.0005522133278849794,0.27,-0.047315520465834655,0.3,-0.09350316389856315,0.27
6,4,100,-0.0010487849262622473,0.29,-0.056131150597184376,0.25,-0.1584846358308366,0.25
6,5,100,-0.0008224984060142726,0.29,-0.05719626888855127,0.25,-0.1630490424909002,0.27
6,6,100,-0.0008719966203371699,0.28,-0.05661416815223891,0.28,-0.16203319160466134,0.28
6,7,100,-0.0011636340645201203,0.22,-0.04438035693503408,0.24,-0.20305479954042466,0.23
6,8,100,-0.0017710216237406418,0.22,-0.04546844759320303,0.26,-0.2618096793390562,0.23
6,9,100,-0.0014903581512781716,0.23,-0.048926283766245034,0.28,-0.2858084910149231,0.23
6,10,100,-0.0014695129346477852,0.24,-0.04820225757452326,0.29,-0.2750999699793222,0.25
6,11,100,-0.002138473138495521,0.22,-0.04567668244616418,0.26,-0.39962718760328697,0.25
6,12,100,-0.002651751995153737,0.32,-0.03887403471678351,0.37,-0.44506459181759633,0.33
6,13,100,-0.0032494113071583897,0.35,-0.037382268556503784,0.37,-0.4850267764336876,0.35
6,14,100,-0.003304353842860044,0.33,-0.03874476385026433,0.34,-0.5204579578133868,0.33
6,15,100,-0.0053416244826054275,0.3,-0.04245747734173638,0.3,-0.8531113139921436,0.29
6,16,100,-0.005770169979260027,0.31,-0.03569894138034248,0.29,-0.8724867170197906,0.31
6,17,100,-0.006127211680483535,0.31,-0.03270891833830524,0.29,-0.8633810857430069,0.3
6,18,100,-0.0070728414233435875,0.34,-0.033109388722615846,0.33,-1.0417427708712947,0.32
6,19,100,-0.0072454501003096335,0.38,-0.02964684131917989,0.36,-1.0400213595231174,0.38
6,20,100,-0.006313643466188147,0.44,-0.02317003138248971,0.39,-1.03782632486946,0.43
6,21,100,-0.00652916749414528,0.41,-0.019688790674622602,0.41,-1.1358004938107493,0.43
6,22,100,-0.0073506199657703995,0.42,-0.019651752249833798,0.4,-1.4306806306995257,0.41
6,23,100,-0.010633078991660584,0.41,-0.022106749855654164,0.37,-1.8909777850107203,0.42
6,24,100,-0.012297788180870288,0.37,-0.023945208034826058,0.39,-2.4792738081821417,0.38
6,25,100,-0.012634906490541687,0.37,-0.024708000796342854,0.38,-2.888410382915495,0.37
6,26,100,-0.0103301492183718,0.39,-0.015666276723149086,0.43,-2.560481259040572,0.41
6,27,100,-0.014045490312843847,0.4,-0.025392760343487017,0.39,-3.484745330446133,0.36
6,28,100,-0.012268098630741249,0.35,-0.021695287587728266,0.38,-4.0565465998030135,0.34
6,29,100,-0.013126461687563682,0.36,-0.019463429358760508,0.38,-4.333430406877908,0.35
6,30,100,-0.012744733288836433,0.35,-0.016791107905578917,0.37,-4.9606105617233,0.35
6,31,100,-0.011671784822677793,0.34,-0.011569145434276992,0.36,-4.291118810829133,0.33
7,0,100,-2.9025262434645427e-06,0.39,-0.006374026121867542,0.4,-0.002175925692686499,0.38
7,1,100,-1.8019124602830506e-06,0.46,-0.0032694177044772788,0.46,-0.004041654972412626,0.45
7,2,100,-4.753287071190826e-06,0.43,-0.0003099852794933555,0.48,-0.0020402614973803806,0.47
7,3,100,-5.1136718515236715e-05,0.47,-0.0045378169538450135,0.44,-0.017361374718209165,0.47
7,4,100,-7.006096732547263e-05,0.42,-0.004655980526026265,0.39,-0.029879628240674815,0.42
7,5,100,-6.09612558981798e-05,0.43,-0.004554216622687829,0.4,-0.02755946126566252,0.41
7,6,100,-3.3048181962443966e-05,0.51,-0.003101427567892787,0.49,-0.016951459653145567,0.5
7,7,100,0.00017860787402932177,0.53,0.007420680835981475,0.55,0.023800050800161506,0.54
7,8,100,0.0003146305751998357,0.51,0.008921389611087002,0.52,0.03502688418058408,0.5
7,9,100,0.000419680013616327,0.54,0.015485763610715925,0.55,0.0703718368478443,0.54
7,10,100,0.0005059019487265836,0.56,0.019854430598758882,0.58,0.09561116610843484,0.55
7,11,100,0.0006847774669239203,0.57,0.017651889857779515,0.61,0.13552032833553443,0.58
7,12,100,0.0013206466110636372,0.67,0.025726074604264904,0.69,0.26931796699784594,0.67
7,13,100,0.0023648951635962655,0.77,0.03748188725159254,0.78,0.4943830559153845,0.77
7,14,100,0.0025354005945317838,0.79,0.04025520729262686,0.79,0.5778737394598594,0.78
7,15,100,0.007888366599354624,0.71,0.06832401157287758,0.72,1.1377263850193053,0.72
7,16,100,0.01885345017875751,0.71,0.12008379880217859,0.71,1.9392870312925876,0.71
7,17,100,0.02414124024321098,0.75,0.13579262254943747,0.76,2.5658986140642264,0.75
7,18,100,0.027732063144184096,0.77,0.144288933394231,0.79,3.151698929369628,0.77
7,19,100,0.033157634200288805,0.77,0.1424872077989663,0.8,3.894721934877916,0.79
7,20,100,0.037063418732912794,0.78,0.14343799542986418,0.8,4.658584775065279,0.78
7,21,100,0.041582051525854216,0.79,0.14978917620318632,0.81,5.659067401910769,0.8
7,22,100,0.032818056594274524,0.78,0.1302924018371577,0.81,6.285764182801976,0.79
7,23,100,0.043159578914386286,0.78,0.12108484651547592,0.8,7.138556282108336,0.8
7,24,100,0.04212067567433023,0.76,0.1186088163825455,0.8,8.072184758771876,0.78
7,25,100,0.04097793581844163,0.76,0.11956422895207201,0.81,8.89030182867943,0.78
7,26,100,0.02800395840378712,0.77,0.11552820374446932,0.79,9.448424982255212,0.77
7,27,100,0.0488272074881918,0.77,0.10524879726306033,0.79,10.135040380325824,0.75
7,28,100,0.04061797385794241,0.78,0.09452833583267145,0.79,11.540114164714186,0.77
7,29,100,0.0447743194937048,0.76,0.09144984120309127,0.78,12.833641560869497,0.75
7,30,100,0.04070127515147051,0.75,0.08647960165061405,0.78,14.65367942898731,0.75
7,31,100,0.04331598540289045,0.76,0.08641466297482309,0.77,10.531111393401009,0.76
8,0,94,1.9925925090408367e-05,0.8404255319148937,0.038310914913218634,0.7978723404255319,0.012440170027003773,0.8085106382978723
8,1,94,2.795098087077112e-05,0.7446808510638298,0.02489197427719959,0.7553191489361702,0.017770743864501084,0.7553191489361702
8,2,94,5.7139943156189456e-05,0.7553191489361702,0.03206887128151063,0.776595744680851,0.028365914424286175,0.7872340425531915
8,3,94,6.640964399888391e-06,0.5531914893617021,0.0010793555958809374,0.574468085106383,0.012137719633662015,0.5425531914893617
8,4,94,-3.384850874955257e-05,0.4787234042553192,-0.001068105962726016,0.4787234042553192,0.0013313021213830737,0.4574468085106383
8,5,94,-5.988919168329427e-06,0.5212765957446809,0.00028010066379318413,0.5425531914893617,0.011420644811206228,0.5425531914893617
8,6,94,-1.0498174138234012e-06,0.5319148936170213,0.00087003909253015,0.574468085106383,0.013584539893391876,0.5319148936170213
8,7,94,-7.17367954964177e-05,0.4787234042553192,-0.003236936925313659,0.4574468085106383,-0.007334896298415694,0.5
8,8,94,-9.611789906497808e-05,0.48936170212765956,-0.003292801892266895,0.44680851063829785,-0.008312088162762419,0.48936170212765956
8,9,94,-2.1306953084392626e-05,0.5212765957446809,-0.0014903125032427827,0.5,0.01857901177117691,0.5106382978723404
8,10,94,3.903329172445584e-05,0.5638297872340425,0.0014939619891226406,0.5851063829787234,0.05238138794734456,0.5851063829787234
8,11,94,-0.00011775400499843375,0.5212765957446809,-0.002936447573431969,0.48936170212765956,0.006291850599577662,0.5106382978723404
8,12,94,2.6868027642233877e-05,0.5425531914893617,0.000750534222954663,0.5425531914893617,0.07564176931959256,0.5638297872340425
8,13,94,0.0003696934775286639,0.648936170212766,0.006000560860682651,0.6595744680851063,0.19307263202477504,0.6702127659574468
8,14,94,0.0004936351752661449,0.6702127659574468,0.0078009834644506455,0.7021276595744681,0.23701672665326248,0.6702127659574468
8,15,94,-4.397272371818908e-05,0.5106382978723404,-9.353410763355133e-05,0.5425531914893617,0.09713642726557645,0.5212765957446809
8,16,94,0.0001291616682919779,0.5851063829787234,0.00045346182166754737,0.5957446808510638,0.16509881157329304,0.5851063829787234
8,17,94,0.0011092536200633875,0.648936170212766,0.006354340193899517,0.648936170212766,0.4243350495237778,0.6702127659574468
8,18,94,0.003170687995416283,0.7021276595744681,0.015998469571531223,0.6702127659574468,0.9193792628154189,0.7127659574468085
8,19,94,0.005494361007411097,0.7127659574468085,0.02178831067116671,0.723404255319149,1.34510805926787,0.723404255319149
8,20,94,0.006541510443649795,0.7340425531914894,0.021964487313632233,0.723404255319149,1.6859748171176194,0.7340425531914894
8,21,94,0.007531234724015485,0.7127659574468085,0.023001527243370568,0.7021276595744681,2.0605927176517627,0.723404255319149
8,22,94,0.0068829367895687525,0.6702127659574468,0.022179718804818414,0.648936170212766,2.335161831992458,0.6808510638297872
8,23,94,0.010207166855201993,0.6914893617021277,0.02345637972628506,0.6595744680851063,2.850472517220475,0.7021276595744681
8,24,94,0.010461025756362183,0.6914893617021277,0.02344668292435936,0.7127659574468085,3.3366706527730536,0.7127659574468085
8,25,94,0.010053925081268782,0.6808510638297872,0.02298082432810042,0.6702127659574468,3.590854952313952,0.6914893617021277
8,26,94,0.007145773779777884,0.6382978723404256,0.02433118343235176,0.6595744680851063,3.9598313255563413,0.648936170212766
8,27,94,0.013051820479077355,0.6702127659574468,0.024403022254045982,0.6808510638297872,4.251543143177284,0.6808510638297872
8,28,94,0.011062021011023195,0.6276595744680851,0.022189916503704377,0.6170212765957447,4.770850769407526,0.6276595744680851
8,29,94,0.012163692707588793,0.6276595744680851,0.022020655137541638,0.6063829787234043,5.203787512136229,0.6170212765957447
8,30,94,0.011044783139194601,0.574468085106383,0.02107751958083999,0.574468085106383,5.971392702311605,0.574468085106383
8,31,94,0.01123460991690491,0.5957446808510638,0.021109172057409937,0.5957446808510638,4.429134349949418,0.5957446808510638
9,0,70,1.2295580426143919e-05,0.6857142857142857,0.03284550525985823,0.7,0.007319138010302553,0.7142857142857143
9,1,70,2.231404342315343e-05,0.6714285714285714,0.03030097021169173,0.7428571428571429,0.01399272347830966,0.7
9,2,70,5.091550084909294e-05,0.7,0.03466206713290213,0.7857142857142857,0.02174611946680569,0.7571428571428571
9,3,70,-0.00020065774592179192,0.2,-0.013704935213209287,0.2571428571428571,-0.056401193147482695,0.17142857142857143
9,4,70,-0.000314303537478855,0.14285714285714285,-0.013725720570004377,0.17142857142857143,-0.08671464502223543,0.1
9,5,70,-0.00023357957778326848,0.18571428571428572,-0.011021306279906839,0.2571428571428571,-0.06895704536820986,0.17142857142857143
9,6,70,-0.0002460946398813002,0.18571428571428572,-0.010133238251846604,0.2714285714285714,-0.06680992284651519,0.2
9,7,70,-0.0008128663976425754,0.05714285714285714,-0.026274996674127908,0.05714285714285714,-0.2009218023883996,0.05714285714285714
9,8,70,-0.0012009183631137947,0.05714285714285714,-0.027928466050704964,0.05714285714285714,-0.266426052995081,0.05714285714285714
9,9,70,-0.0009638638072424837,0.04285714285714286,-0.028933112724672753,0.07142857142857142,-0.2621776313335785,0.04285714285714286
9,10,70,-0.000870313662020231,0.07142857142857142,-0.025843754133705682,0.12857142857142856,-0.22871399034527695,0.11428571428571428
9,11,70,-0.0013991383272107978,0.04285714285714286,-0.03145401801279273,0.1,-0.3731834911347284,0.05714285714285714
9,12,70,-0.0016211221691506143,0.08571428571428572,-0.027925559923117918,0.1,-0.3867048225632834,0.11428571428571428
9,13,70,-0.001342520125503805,0.2,-0.018193649738676758,0.21428571428571427,-0.3143967959816014,0.2
9,14,70,-0.0011453606132382015,0.22857142857142856,-0.015650146514845968,0.2571428571428571,-0.2856343972309805,0.2571428571428571
9,15,70,-0.00805363739777295,0.11428571428571428,-0.07208228601649455,0.12857142857142856,-1.394328222063113,0.12857142857142856
9,16,70,-0.01289563839035221,0.1,-0.0967449824046379,0.1,-1.9505814142755091,0.1
9,17,70,-0.011615539930411894,0.11428571428571428,-0.08029441586731877,0.14285714285714285,-1.7996353300990344,0.14285714285714285
9,18,70,-0.009185703653743816,0.17142857142857143,-0.06526756709168834,0.18571428571428572,-1.6284132166908076,0.17142857142857143
