model,conflict_type_idx,layer,n,mean_delta_norm,median_delta_norm,mean_cos,median_cos,mean_relative_delta,median_relative_delta
Qwen/Qwen3.5-4B,3,26,98,20.59210777282715,19.876644134521484,0.773504912853241,0.7887101173400879,0.6817095279693604,0.6685545444488525
Qwen/Qwen3.5-4B,3,27,98,22.79214096069336,21.895597457885742,0.7391146421432495,0.7555665969848633,0.7193391919136047,0.7019706964492798
Qwen/Qwen3.5-4B,3,28,98,25.377548217773438,24.83836555480957,0.7304155230522156,0.7436005473136902,0.7299296259880066,0.7216671705245972
Qwen/Qwen3.5-4B,3,29,98,27.532394409179688,27.07451820373535,0.7276458740234375,0.7419154644012451,0.7324168086051941,0.7222775220870972
Qwen/Qwen3.5-4B,3,30,98,30.498088836669922,29.51104736328125,0.7368613481521606,0.7518929243087769,0.7197458744049072,0.7051007747650146
Qwen/Qwen3.5-4B,3,31,98,116.64498901367188,110.6606216430664,0.6887149214744568,0.7210112810134888,0.7859356999397278,0.7533807754516602
Qwen/Qwen3.5-4B,4,0,100,0.7330714464187622,0.7338200807571411,0.9611405730247498,0.9609184861183167,0.2984541058540344,0.2996175289154053
Qwen/Qwen3.5-4B,4,1,100,1.1988292932510376,1.2039148807525635,0.920387327671051,0.9197258949279785,0.40326759219169617,0.4045996069908142
Qwen/Qwen3.5-4B,4,2,100,1.6060497760772705,1.6111514568328857,0.869059681892395,0.8686414957046509,0.514423668384552,0.5152229070663452
Qwen/Qwen3.5-4B,4,3,100,2.5245068073272705,2.529512882232666,0.7973178625106812,0.7988057136535645,0.6397539377212524,0.6385343074798584
Qwen/Qwen3.5-4B,4,4,100,3.6492528915405273,3.6481971740722656,0.6584064364433289,0.656690239906311,0.8277233839035034,0.830562174320221
Qwen/Qwen3.5-4B,4,5,100,3.881366014480591,3.883638858795166,0.664562463760376,0.6628469228744507,0.8191912770271301,0.821373462677002
Qwen/Qwen3.5-4B,4,6,100,4.069397926330566,4.077706336975098,0.634678065776825,0.6328239440917969,0.8570443987846375,0.8585023880004883
Qwen/Qwen3.5-4B,4,7,100,4.589481830596924,4.578740119934082,0.6420270800590515,0.641399621963501,0.8487845063209534,0.8499480485916138
Qwen/Qwen3.5-4B,4,8,100,5.128314971923828,5.1271748542785645,0.5770403742790222,0.575671911239624,0.9208509922027588,0.922406792640686
Qwen/Qwen3.5-4B,4,9,100,5.238698959350586,5.23793888092041,0.5650690197944641,0.5662569999694824,0.9325976371765137,0.9316478967666626
Qwen/Qwen3.5-4B,4,10,100,5.667802810668945,5.66751766204834,0.5356380343437195,0.5345946550369263,0.9637925624847412,0.964932918548584
Qwen/Qwen3.5-4B,4,11,100,5.86190128326416,5.861115455627441,0.5646782517433167,0.5651670694351196,0.9344308972358704,0.935908317565918
Qwen/Qwen3.5-4B,4,12,100,6.400198936462402,6.4175028800964355,0.5340660810470581,0.5348249673843384,0.9657925963401794,0.9660295248031616
Qwen/Qwen3.5-4B,4,13,100,7.052304744720459,7.071795463562012,0.5329284071922302,0.5342461466789246,0.9667505025863647,0.9651913642883301
Qwen/Qwen3.5-4B,4,14,100,7.152215957641602,7.156491279602051,0.5223453640937805,0.5207238793373108,0.9777712821960449,0.9791620969772339
Qwen/Qwen3.5-4B,4,15,100,8.581777572631836,8.61476993560791,0.518522322177887,0.5176810622215271,0.983269214630127,0.9842156171798706
Qwen/Qwen3.5-4B,4,16,100,9.067511558532715,9.091163635253906,0.5383328795433044,0.537860631942749,0.9626837372779846,0.9637487530708313
Qwen/Qwen3.5-4B,4,17,100,9.494563102722168,9.486129760742188,0.5570049285888672,0.5588376522064209,0.9460396766662598,0.9450709819793701
Qwen/Qwen3.5-4B,4,18,100,10.221190452575684,10.213027954101562,0.6144296526908875,0.6173030138015747,0.8829215168952942,0.8817607164382935
Qwen/Qwen3.5-4B,4,19,100,12.124126434326172,12.125862121582031,0.6492515802383423,0.65192711353302,0.8377139568328857,0.8385336399078369
Qwen/Qwen3.5-4B,4,20,100,14.075701713562012,14.089162826538086,0.6702308654785156,0.6726720929145813,0.812791645526886,0.8140658736228943
Qwen/Qwen3.5-4B,4,21,100,15.666370391845703,15.524759292602539,0.6794776916503906,0.6876037120819092,0.8004847168922424,0.7965774536132812
Qwen/Qwen3.5-4B,4,22,100,17.45961570739746,17.36419677734375,0.6912670731544495,0.7026638388633728,0.7845042943954468,0.774323582649231
Qwen/Qwen3.5-4B,4,23,100,18.4992733001709,18.467239379882812,0.6726834774017334,0.6788948774337769,0.806495189666748,0.8022390007972717
Qwen/Qwen3.5-4B,4,24,100,19.695636749267578,19.71662139892578,0.6865274310112,0.6950788497924805,0.7888181805610657,0.7818259000778198
Qwen/Qwen3.5-4B,4,25,100,20.45018196105957,20.47480010986328,0.6983474493026733,0.7086882591247559,0.773206353187561,0.764755129814148
Qwen/Qwen3.5-4B,4,26,100,21.264728546142578,21.147945404052734,0.7464002370834351,0.7617461681365967,0.7153478264808655,0.7073564529418945
Qwen/Qwen3.5-4B,4,27,100,23.43069839477539,23.440128326416016,0.7134094834327698,0.7200390100479126,0.7538744211196899,0.7513900995254517
Qwen/Qwen3.5-4B,4,28,100,25.957212448120117,25.884014129638672,0.7093852162361145,0.7134905457496643,0.758664071559906,0.7581173181533813
Qwen/Qwen3.5-4B,4,29,100,28.213903427124023,28.155067443847656,0.7060124278068542,0.7081186771392822,0.7620077729225159,0.7648202180862427
Qwen/Qwen3.5-4B,4,30,100,31.221837997436523,31.181011199951172,0.7174801826477051,0.722528874874115,0.7468248009681702,0.7450681924819946
Qwen/Qwen3.5-4B,4,31,100,123.48802947998047,123.89449310302734,0.6571335792541504,0.6554369926452637,0.8245258927345276,0.8332493901252747
Qwen/Qwen3.5-4B,5,0,100,0.7213036417961121,0.7208443880081177,0.9612423181533813,0.9615216255187988,0.29643845558166504,0.2953854501247406
Qwen/Qwen3.5-4B,5,1,100,1.2356741428375244,1.235088586807251,0.9148115515708923,0.9153646230697632,0.41611698269844055,0.415679007768631
Qwen/Qwen3.5-4B,5,2,100,1.6553025245666504,1.6551830768585205,0.8603414297103882,0.8591296076774597,0.5315507650375366,0.5333493947982788
Qwen/Qwen3.5-4B,5,3,100,2.5656468868255615,2.575704336166382,0.7944409251213074,0.7942852973937988,0.6446260213851929,0.6456220149993896
Qwen/Qwen3.5-4B,5,4,100,3.658998489379883,3.668105125427246,0.6556857228279114,0.6543141603469849,0.8311300873756409,0.8331080675125122
Qwen/Qwen3.5-4B,5,5,100,3.916010856628418,3.930173873901367,0.6616813540458679,0.6608157753944397,0.8227974772453308,0.8240416646003723
Qwen/Qwen3.5-4B,5,6,100,4.1058478355407715,4.123086929321289,0.6299036145210266,0.6274871826171875,0.8624116778373718,0.8654266595840454
Qwen/Qwen3.5-4B,5,7,100,4.532203674316406,4.534970283508301,0.6534830331802368,0.6536852717399597,0.8327600955963135,0.8323286771774292
Qwen/Qwen3.5-4B,5,8,100,5.055541515350342,5.045750617980957,0.5861964821815491,0.5862662196159363,0.9125450253486633,0.9124301671981812
Qwen/Qwen3.5-4B,5,9,100,5.11948299407959,5.126242637634277,0.5806607604026794,0.5797810554504395,0.9163439869880676,0.917258083820343
Qwen/Qwen3.5-4B,5,10,100,5.464837074279785,5.47109317779541,0.5645356178283691,0.5648670792579651,0.9335134029388428,0.9331839084625244
Qwen/Qwen3.5-4B,5,11,100,5.974228382110596,5.973845481872559,0.5666559338569641,0.5674763917922974,0.9349205493927002,0.935217022895813
Qwen/Qwen3.5-4B,5,12,100,6.506269931793213,6.502782821655273,0.5433114767074585,0.5456804633140564,0.9586135745048523,0.9568779468536377
Qwen/Qwen3.5-4B,5,13,100,7.144853115081787,7.149314880371094,0.5413306951522827,0.5444065928459167,0.9588252902030945,0.9559201002120972
Qwen/Qwen3.5-4B,5,14,100,7.173996448516846,7.1823649406433105,0.5340445637702942,0.535938560962677,0.9660570621490479,0.9644263982772827
Qwen/Qwen3.5-4B,5,15,100,8.793663024902344,8.738954544067383,0.5116207599639893,0.5138603448867798,0.9934616088867188,0.9924360513687134
Qwen/Qwen3.5-4B,5,16,100,9.278112411499023,9.25289535522461,0.523335337638855,0.5257594585418701,0.979116678237915,0.9755655527114868
Qwen/Qwen3.5-4B,5,17,100,9.473520278930664,9.502666473388672,0.5412323474884033,0.5417245030403137,0.9599092602729797,0.958793044090271
Qwen/Qwen3.5-4B,5,18,100,10.540301322937012,10.513351440429688,0.5947060585021973,0.5971198081970215,0.9044898748397827,0.9021144509315491
Qwen/Qwen3.5-4B,5,19,100,12.5378999710083,12.508184432983398,0.6138882637023926,0.6081697940826416,0.8794208765029907,0.888027548789978
Qwen/Qwen3.5-4B,5,20,100,14.613316535949707,14.6322021484375,0.6329655647277832,0.6267615556716919,0.8586425185203552,0.8640609979629517
Qwen/Qwen3.5-4B,5,21,100,16.2845458984375,16.301925659179688,0.6364726424217224,0.6344788074493408,0.8537182807922363,0.8553534746170044
Qwen/Qwen3.5-4B,5,22,100,18.228723526000977,18.185569763183594,0.6435832381248474,0.6401517391204834,0.8457954525947571,0.8491656184196472
Qwen/Qwen3.5-4B,5,23,100,19.453283309936523,19.306503295898438,0.6126496195793152,0.608943521976471,0.8795284032821655,0.8860980272293091
Qwen/Qwen3.5-4B,5,24,100,20.65032196044922,20.5361328125,0.6301760077476501,0.6257192492485046,0.8593195080757141,0.8657388687133789
Qwen/Qwen3.5-4B,5,25,100,21.504474639892578,21.15916633605957,0.6374823451042175,0.634658932685852,0.8508502244949341,0.8564379215240479
Qwen/Qwen3.5-4B,5,26,100,21.932313919067383,21.479755401611328,0.6937248110771179,0.7034189701080322,0.782249391078949,0.7736867666244507
Qwen/Qwen3.5-4B,5,27,100,25.160409927368164,24.87664794921875,0.6406502723693848,0.640915036201477,0.8528676629066467,0.8556065559387207
Qwen/Qwen3.5-4B,5,28,100,28.169958114624023,28.04397201538086,0.6419448256492615,0.6377174854278564,0.8485976457595825,0.8567093014717102
Qwen/Qwen3.5-4B,5,29,100,30.893695831298828,30.708816528320312,0.6325888633728027,0.6308615207672119,0.8576875329017639,0.8619544506072998
Qwen/Qwen3.5-4B,5,30,100,34.276371002197266,34.082542419433594,0.6522328853607178,0.6551727056503296,0.8312920331954956,0.8317407369613647
Qwen/Qwen3.5-4B,5,31,100,138.77850341796875,137.88592529296875,0.5655878186225891,0.5663536787033081,0.9348168969154358,0.9341877698898315
Qwen/Qwen3.5-4B,6,0,100,0.6962931156158447,0.6989327669143677,0.9644549489021301,0.9637978076934814,0.2841346561908722,0.2864843010902405
Qwen/Qwen3.5-4B,6,1,100,1.1785821914672852,1.186645269393921,0.9235877394676208,0.9225634336471558,0.39496421813964844,0.39865395426750183
Qwen/Qwen3.5-4B,6,2,100,1.6069388389587402,1.620046615600586,0.8681346774101257,0.8663032054901123,0.5155941843986511,0.5202218294143677
Qwen/Qwen3.5-4B,6,3,100,2.514495849609375,2.524199962615967,0.8027021288871765,0.8003460168838501,0.6310951709747314,0.6353681683540344
Qwen/Qwen3.5-4B,6,4,100,3.6240124702453613,3.6275248527526855,0.6637099981307983,0.6615728139877319,0.8217551708221436,0.8252729177474976
Qwen/Qwen3.5-4B,6,5,100,3.8863329887390137,3.8882060050964355,0.6714911460876465,0.6703558564186096,0.8108444213867188,0.8122349977493286
Qwen/Qwen3.5-4B,6,6,100,4.0484442710876465,4.053625106811523,0.6413565874099731,0.6416318416595459,0.8489987254142761,0.8495957851409912
Qwen/Qwen3.5-4B,6,7,100,4.530392169952393,4.536555290222168,0.6577608585357666,0.6583892703056335,0.8301685452461243,0.8294042944908142
Qwen/Qwen3.5-4B,6,8,100,5.075787544250488,5.070472717285156,0.5902810096740723,0.5905184745788574,0.9060004353523254,0.9055912494659424
Qwen/Qwen3.5-4B,6,9,100,5.153036117553711,5.151117324829102,0.577660083770752,0.5768048763275146,0.9190271496772766,0.9200714230537415
Qwen/Qwen3.5-4B,6,10,100,5.513593673706055,5.507781982421875,0.5503623485565186,0.54981529712677,0.9481606483459473,0.9489626884460449
Qwen/Qwen3.5-4B,6,11,100,5.742254257202148,5.744536399841309,0.5737174153327942,0.5733519196510315,0.9239011406898499,0.9244011640548706
Qwen/Qwen3.5-4B,6,12,100,6.275778770446777,6.274985313415527,0.5444275140762329,0.543140172958374,0.9551187753677368,0.9568626880645752
Qwen/Qwen3.5-4B,6,13,100,6.971776962280273,6.9834699630737305,0.5353267788887024,0.5391421318054199,0.9646263122558594,0.960831344127655
Qwen/Qwen3.5-4B,6,14,100,7.069967746734619,7.085184574127197,0.5260976552963257,0.5306122303009033,0.9737361669540405,0.9696182012557983
Qwen/Qwen3.5-4B,6,15,100,8.43836784362793,8.45848274230957,0.5312711596488953,0.5341259241104126,0.9690410494804382,0.9681812524795532
Qwen/Qwen3.5-4B,6,16,100,8.84718132019043,8.859399795532227,0.5540492534637451,0.5559735894203186,0.9445127248764038,0.9430562257766724
Qwen/Qwen3.5-4B,6,17,100,9.061906814575195,9.060909271240234,0.5796926617622375,0.5758365392684937,0.9183013439178467,0.9234250783920288
Qwen/Qwen3.5-4B,6,18,100,9.851269721984863,9.823539733886719,0.6292713284492493,0.621716320514679,0.8625734448432922,0.8740189075469971
Qwen/Qwen3.5-4B,6,19,100,11.740235328674316,11.741706848144531,0.6636914014816284,0.6575982570648193,0.818461000919342,0.8308015465736389
Qwen/Qwen3.5-4B,6,20,100,13.868326187133789,14.050389289855957,0.6749904751777649,0.6680248975753784,0.8048412799835205,0.8168683052062988
Qwen/Qwen3.5-4B,6,21,100,15.422992706298828,15.669536590576172,0.6834214925765991,0.6755365133285522,0.7939094305038452,0.8087658882141113
Qwen/Qwen3.5-4B,6,22,100,17.170795440673828,17.319143295288086,0.6890132427215576,0.6852127313613892,0.7856606245040894,0.7975520491600037
Qwen/Qwen3.5-4B,6,23,100,18.320409774780273,18.54351806640625,0.6664368510246277,0.6622210741043091,0.8116746544837952,0.8220750093460083
Qwen/Qwen3.5-4B,6,24,100,19.576658248901367,19.475244522094727,0.677595853805542,0.6842544674873352,0.7966058850288391,0.7989270091056824
Qwen/Qwen3.5-4B,6,25,100,20.32508087158203,20.442136764526367,0.6874493956565857,0.6964730024337769,0.7838009595870972,0.7797532081604004
Qwen/Qwen3.5-4B,6,26,100,21.062942504882812,21.214515686035156,0.7219635844230652,0.7380776405334473,0.7400098443031311,0.7333274483680725
Qwen/Qwen3.5-4B,6,27,100,23.282991409301758,23.75806427001953,0.6992236971855164,0.702975332736969,0.7682255506515503,0.775056004524231
Qwen/Qwen3.5-4B,6,28,100,25.890043258666992,26.619792938232422,0.6963555812835693,0.6977910399436951,0.7721251845359802,0.781173825263977
Qwen/Qwen3.5-4B,6,29,100,28.43117904663086,28.844738006591797,0.6907945871353149,0.6989697217941284,0.7779257297515869,0.7776294946670532
Qwen/Qwen3.5-4B,6,30,100,31.4803409576416,31.851058959960938,0.7078070044517517,0.7088409662246704,0.7565795183181763,0.7633011937141418
Qwen/Qwen3.5-4B,6,31,100,124.39128112792969,124.61775970458984,0.6524326801300049,0.6523049473762512,0.8275299072265625,0.8384615182876587
Qwen/Qwen3.5-4B,7,0,100,0.6771592497825623,0.6777498126029968,0.9672773480415344,0.9675736427307129,0.2725551724433899,0.2722691595554352
Qwen/Qwen3.5-4B,7,1,100,1.1270215511322021,1.1191930770874023,0.9304643273353577,0.9324643611907959,0.37680599093437195,0.37326741218566895
Qwen/Qwen3.5-4B,7,2,100,1.527747392654419,1.5234589576721191,0.8815517425537109,0.8834331035614014,0.4882563054561615,0.48504459857940674
Qwen/Qwen3.5-4B,7,3,100,2.401064395904541,2.3846707344055176,0.8171617984771729,0.8187652230262756,0.6072518229484558,0.6052589416503906
Qwen/Qwen3.5-4B,7,4,100,3.5705950260162354,3.5718510150909424,0.6764343976974487,0.6738578081130981,0.8065046072006226,0.8094598054885864
Qwen/Qwen3.5-4B,7,5,100,3.8757407665252686,3.8715970516204834,0.6758930087089539,0.6753454208374023,0.805453896522522,0.8064225912094116
Qwen/Qwen3.5-4B,7,6,100,4.036958694458008,4.030515670776367,0.6495335102081299,0.6515933275222778,0.8400906324386597,0.8386169672012329
Qwen/Qwen3.5-4B,7,7,100,4.540480613708496,4.546430587768555,0.6646117568016052,0.6655434370040894,0.8249942660331726,0.8237351179122925
Qwen/Qwen3.5-4B,7,8,100,5.132754325866699,5.121637344360352,0.5992220640182495,0.6000586748123169,0.8955718874931335,0.8944134712219238
Qwen/Qwen3.5-4B,7,9,100,5.168359279632568,5.180074691772461,0.5969682931900024,0.5947699546813965,0.8977776169776917,0.9008783102035522
Qwen/Qwen3.5-4B,7,10,100,5.520629405975342,5.524578094482422,0.573322057723999,0.5707995891571045,0.923573911190033,0.9265817403793335
Qwen/Qwen3.5-4B,7,11,100,5.8131303787231445,5.816987991333008,0.5976255536079407,0.5974465012550354,0.897533118724823,0.8979640007019043
Qwen/Qwen3.5-4B,7,12,100,6.341960430145264,6.349964141845703,0.5690690875053406,0.5703306198120117,0.9284943342208862,0.9270187020301819
Qwen/Qwen3.5-4B,7,13,100,7.034548759460449,7.037858009338379,0.5589737892150879,0.5577350854873657,0.9392514824867249,0.940716028213501
Qwen/Qwen3.5-4B,7,14,100,7.122997283935547,7.125026702880859,0.554678201675415,0.5509083271026611,0.9439628720283508,0.9483894109725952
Qwen/Qwen3.5-4B,7,15,100,8.486467361450195,8.505003929138184,0.5557445883750916,0.5568463802337646,0.9436683654785156,0.944321870803833
Qwen/Qwen3.5-4B,7,16,100,8.800688743591309,8.731536865234375,0.5869832634925842,0.5899801254272461,0.9089170098304749,0.9072473049163818
Qwen/Qwen3.5-4B,7,17,100,9.314634323120117,9.345331192016602,0.5905567407608032,0.5914066433906555,0.9083559513092041,0.908429741859436
Qwen/Qwen3.5-4B,7,18,100,9.835715293884277,9.769901275634766,0.6588461995124817,0.6594365835189819,0.8283095359802246,0.8284540176391602
Qwen/Qwen3.5-4B,7,19,100,11.669471740722656,11.590008735656738,0.6885364055633545,0.69804447889328,0.7873401641845703,0.7782576084136963
Qwen/Qwen3.5-4B,7,20,100,13.579377174377441,13.523758888244629,0.7161586880683899,0.7206690311431885,0.7518285512924194,0.7488243579864502
Qwen/Qwen3.5-4B,7,21,100,15.141883850097656,15.042940139770508,0.7229272723197937,0.7289255857467651,0.7430191040039062,0.7380667924880981
Qwen/Qwen3.5-4B,7,22,100,16.975685119628906,17.01947784423828,0.7313662171363831,0.7374483346939087,0.7305490374565125,0.725685715675354
Qwen/Qwen3.5-4B,7,23,100,18.101612091064453,18.24606704711914,0.709003746509552,0.7135822772979736,0.7602342367172241,0.7571781873703003
Qwen/Qwen3.5-4B,7,24,100,19.323848724365234,19.491004943847656,0.7233301401138306,0.7277216911315918,0.7413217425346375,0.7380287647247314
Qwen/Qwen3.5-4B,7,25,100,20.030771255493164,20.01677703857422,0.7334120869636536,0.7421693801879883,0.7269028425216675,0.7184833884239197
Qwen/Qwen3.5-4B,7,26,100,20.728370666503906,20.54092025756836,0.7842090725898743,0.7928357124328613,0.6559743285179138,0.647621750831604
Qwen/Qwen3.5-4B,7,27,100,22.677989959716797,22.596797943115234,0.7408897280693054,0.7441458702087402,0.7172605395317078,0.71669602394104
Qwen/Qwen3.5-4B,7,28,100,25.064739227294922,25.202322006225586,0.7358415722846985,0.7374513149261475,0.7243274450302124,0.7265723943710327
Qwen/Qwen3.5-4B,7,29,100,26.92432403564453,26.931793212890625,0.7377161383628845,0.7444342374801636,0.7207088470458984,0.7151868343353271
Qwen/Qwen3.5-4B,7,30,100,29.501541137695312,29.6053409576416,0.7502610683441162,0.7574515342712402,0.7022854685783386,0.6978031396865845
Qwen/Qwen3.5-4B,7,31,100,119.708984375,119.57380676269531,0.6947214007377625,0.7006199359893799,0.7771704196929932,0.7743270397186279
Qwen/Qwen3.5-4B,8,0,94,0.6909977793693542,0.6924692392349243,0.9652763605117798,0.9647684097290039,0.28023627400398254,0.28085124492645264
Qwen/Qwen3.5-4B,8,1,94,1.1360313892364502,1.1354249715805054,0.9288027286529541,0.9288315773010254,0.3806443214416504,0.3806501030921936
Qwen/Qwen3.5-4B,8,2,94,1.5487885475158691,1.5570204257965088,0.879157543182373,0.8786082863807678,0.4943270683288574,0.4956504702568054
Qwen/Qwen3.5-4B,8,3,94,2.4466426372528076,2.4573187828063965,0.8102594614028931,0.8095104694366455,0.619131863117218,0.6213304996490479
Qwen/Qwen3.5-4B,8,4,94,3.596599578857422,3.620678663253784,0.6684960126876831,0.6644289493560791,0.8161398768424988,0.8222100734710693
Qwen/Qwen3.5-4B,8,5,94,3.864089250564575,3.8631591796875,0.6717802882194519,0.670791745185852,0.810701310634613,0.812442421913147
Qwen/Qwen3.5-4B,8,6,94,4.051682949066162,4.059732437133789,0.642777681350708,0.6416561603546143,0.8480716347694397,0.8497901558876038
Qwen/Qwen3.5-4B,8,7,94,4.576849937438965,4.579343795776367,0.6531332731246948,0.6507775783538818,0.8377818465232849,0.8392294645309448
Qwen/Qwen3.5-4B,8,8,94,5.135687828063965,5.129669189453125,0.5856829881668091,0.5846834182739258,0.9105846285820007,0.912009596824646
Qwen/Qwen3.5-4B,8,9,94,5.2434210777282715,5.23574161529541,0.5753287672996521,0.573741614818573,0.9215538501739502,0.9234119653701782
Qwen/Qwen3.5-4B,8,10,94,5.667394638061523,5.658756256103516,0.5451527833938599,0.543904185295105,0.9537607431411743,0.9552741050720215
Qwen/Qwen3.5-4B,8,11,94,5.869359970092773,5.863796234130859,0.577114462852478,0.5782784819602966,0.9201433658599854,0.9195185899734497
Qwen/Qwen3.5-4B,8,12,94,6.382940292358398,6.382678031921387,0.5476902723312378,0.5419745445251465,0.9513504505157471,0.9572155475616455
Qwen/Qwen3.5-4B,8,13,94,7.045723915100098,7.04271125793457,0.5456442832946777,0.5430632829666138,0.9533731937408447,0.9560348987579346
Qwen/Qwen3.5-4B,8,14,94,7.166699409484863,7.1611328125,0.5327210426330566,0.5316013097763062,0.9668128490447998,0.9681664705276489
Qwen/Qwen3.5-4B,8,15,94,8.60290813446045,8.58963394165039,0.5306490063667297,0.5212540030479431,0.9700770974159241,0.9787861108779907
Qwen/Qwen3.5-4B,8,16,94,8.909414291381836,8.912302017211914,0.5561142563819885,0.5478218793869019,0.9428448677062988,0.9514285922050476
Qwen/Qwen3.5-4B,8,17,94,9.3079252243042,9.298166275024414,0.579562783241272,0.5799865126609802,0.922435462474823,0.9217085838317871
Qwen/Qwen3.5-4B,8,18,94,9.792184829711914,9.771001815795898,0.6493352651596069,0.6471880674362183,0.8408328890800476,0.8443425297737122
Qwen/Qwen3.5-4B,8,19,94,11.550629615783691,11.582609176635742,0.6943255662918091,0.6924678087234497,0.7810513377189636,0.7862091064453125
Qwen/Qwen3.5-4B,8,20,94,13.3081636428833,13.271451950073242,0.7175219058990479,0.714277982711792,0.7512201070785522,0.7576120495796204
Qwen/Qwen3.5-4B,8,21,94,14.792020797729492,14.680753707885742,0.725599467754364,0.7212613224983215,0.7406991720199585,0.7485114336013794
Qwen/Qwen3.5-4B,8,22,94,16.59316635131836,16.40802764892578,0.7334399223327637,0.7343363761901855,0.7286565899848938,0.7324485778808594
Qwen/Qwen3.5-4B,8,23,94,17.503053665161133,17.284664154052734,0.717966616153717,0.7201142311096191,0.7489269375801086,0.7482045292854309
Qwen/Qwen3.5-4B,8,24,94,18.56301498413086,18.22579574584961,0.7328034043312073,0.7381541728973389,0.7289450764656067,0.7240167856216431
Qwen/Qwen3.5-4B,8,25,94,19.35438346862793,19.105344772338867,0.7441591024398804,0.7547521591186523,0.7132328748703003,0.7028444409370422
Qwen/Qwen3.5-4B,8,26,94,20.040298461914062,19.889921188354492,0.7845302224159241,0.7971736788749695,0.6565722227096558,0.6500333547592163
Qwen/Qwen3.5-4B,8,27,94,22.127756118774414,21.96166229248047,0.7528973817825317,0.7669235467910767,0.7023950815200806,0.6907855272293091
Qwen/Qwen3.5-4B,8,28,94,24.48450469970703,24.048030853271484,0.7471516132354736,0.7576152682304382,0.7095117568969727,0.6980350613594055
Qwen/Qwen3.5-4B,8,29,94,26.435544967651367,25.84835433959961,0.7474087476730347,0.7609776854515076,0.7082703709602356,0.6933848857879639
Qwen/Qwen3.5-4B,8,30,94,29.059593200683594,28.229236602783203,0.7589927315711975,0.7690644264221191,0.6909006237983704,0.6801060438156128
Qwen/Qwen3.5-4B,8,31,94,114.37669372558594,111.23373413085938,0.7249598503112793,0.7445969581604004,0.738853394985199,0.7155982851982117
Qwen/Qwen3.5-4B,9,0,70,0.6599523425102234,0.6591809988021851,0.9685103297233582,0.968773603439331,0.266116738319397,0.2664017975330353
Qwen/Qwen3.5-4B,9,1,70,1.0789892673492432,1.0799281597137451,0.9356898665428162,0.935718297958374,0.3606179654598236,0.35996848344802856
Qwen/Qwen3.5-4B,9,2,70,1.4792568683624268,1.480286955833435,0.8892537951469421,0.8894175291061401,0.4739404320716858,0.475317120552063
Qwen/Qwen3.5-4B,9,3,70,2.3761401176452637,2.3896801471710205,0.8206586241722107,0.8193857669830322,0.6022495627403259,0.6058131456375122
Qwen/Qwen3.5-4B,9,4,70,3.5234501361846924,3.519148111343384,0.6824091076850891,0.6828510761260986,0.7986974716186523,0.7981301546096802
Qwen/Qwen3.5-4B,9,5,70,3.8020315170288086,3.792957305908203,0.6866393685340881,0.6879863739013672,0.7920939326286316,0.7904695272445679
Qwen/Qwen3.5-4B,9,6,70,3.9607138633728027,3.953671932220459,0.6598501205444336,0.6628698110580444,0.8279813528060913,0.8246572613716125
Qwen/Qwen3.5-4B,9,7,70,4.47399377822876,4.469208240509033,0.6721864342689514,0.6744090914726257,0.8165757656097412,0.8143947124481201
Qwen/Qwen3.5-4B,9,8,70,5.050535678863525,5.047272682189941,0.606484055519104,0.6107698678970337,0.8871749043464661,0.8823719024658203
Qwen/Qwen3.5-4B,9,9,70,5.130091667175293,5.126094818115234,0.5983845591545105,0.6015249490737915,0.8963519334793091,0.8927674293518066
Qwen/Qwen3.5-4B,9,10,70,5.538369655609131,5.529886245727539,0.5679005980491638,0.5670226812362671,0.9294064044952393,0.9306213855743408
Qwen/Qwen3.5-4B,9,11,70,5.794728755950928,5.80100154876709,0.5991124510765076,0.5954331159591675,0.8957228064537048,0.8997249603271484
Qwen/Qwen3.5-4B,9,12,70,6.288270950317383,6.277908802032471,0.5724411606788635,0.5665616989135742,0.9247470498085022,0.9314308166503906
Qwen/Qwen3.5-4B,9,13,70,6.994156837463379,6.992785453796387,0.5677688121795654,0.5650445222854614,0.9297135472297668,0.932910680770874
Qwen/Qwen3.5-4B,9,14,70,7.041959285736084,7.055025100708008,0.5611717104911804,0.5615442991256714,0.9367209076881409,0.9366278648376465
Qwen/Qwen3.5-4B,9,15,70,8.47216796875,8.469427108764648,0.5665123462677002,0.5629678964614868,0.9328494668006897,0.9370317459106445
Qwen/Qwen3.5-4B,9,16,70,8.600753784179688,8.605205535888672,0.6051895022392273,0.6044207215309143,0.8891631364822388,0.890407383441925
Qwen/Qwen3.5-4B,9,17,70,8.959272384643555,8.954978942871094,0.6181156635284424,0.6173174977302551,0.8779738545417786,0.8786401748657227
Qwen/Qwen3.5-4B,9,18,70,9.321955680847168,9.335163116455078,0.6883364915847778,0.6966691017150879,0.7924860119819641,0.7833611965179443
Qwen/Qwen3.5-4B,9,19,70,10.855720520019531,10.802927017211914,0.7390044331550598,0.7478994727134705,0.7230165004730225,0.7102804183959961
Qwen/Qwen3.5-4B,9,20,70,12.549308776855469,12.494331359863281,0.7599619030952454,0.7622362971305847,0.6938412189483643,0.6910983920097351
Qwen/Qwen3.5-4B,9,21,70,13.93237590789795,13.864862442016602,0.7667145133018494,0.7728701829910278,0.6845111846923828,0.6765719652175903
