model_id,layer,conflict_type_idx,metric,n,roc_auc
Qwen/Qwen3.5-4B,13,2,position_t,89,0.582010582010582
Qwen/Qwen3.5-4B,13,2,log_offaxis_ratio,89,0.49894179894179896
Qwen/Qwen3.5-4B,13,2,offaxis_fraction,89,0.4973544973544973
Qwen/Qwen3.5-4B,13,3,position_t,88,0.469760900140647
Qwen/Qwen3.5-4B,13,3,log_offaxis_ratio,88,0.7566807313642756
Qwen/Qwen3.5-4B,13,3,offaxis_fraction,88,0.5513361462728552
Qwen/Qwen3.5-4B,13,4,position_t,91,0.4942528735632184
Qwen/Qwen3.5-4B,13,4,log_offaxis_ratio,91,0.5177638453500523
Qwen/Qwen3.5-4B,13,4,offaxis_fraction,91,0.5188087774294671
Qwen/Qwen3.5-4B,13,5,position_t,84,0.5221088435374149
Qwen/Qwen3.5-4B,13,5,log_offaxis_ratio,84,0.65702947845805
Qwen/Qwen3.5-4B,13,5,offaxis_fraction,84,0.5839002267573696
Qwen/Qwen3.5-4B,13,6,position_t,93,0.6822966507177033
Qwen/Qwen3.5-4B,13,6,log_offaxis_ratio,93,0.6799043062200957
Qwen/Qwen3.5-4B,13,6,offaxis_fraction,93,0.714354066985646
Qwen/Qwen3.5-4B,13,7,position_t,90,0.4350198412698413
Qwen/Qwen3.5-4B,13,7,log_offaxis_ratio,90,0.5317460317460317
Qwen/Qwen3.5-4B,13,7,offaxis_fraction,90,0.6116071428571428
Qwen/Qwen3.5-4B,13,8,position_t,93,0.6099887766554434
Qwen/Qwen3.5-4B,13,8,log_offaxis_ratio,93,0.5521885521885521
Qwen/Qwen3.5-4B,13,8,offaxis_fraction,93,0.55331088664422
Qwen/Qwen3.5-4B,13,9,position_t,69,0.5115384615384615
Qwen/Qwen3.5-4B,13,9,log_offaxis_ratio,69,0.39230769230769236
Qwen/Qwen3.5-4B,13,9,offaxis_fraction,69,0.36153846153846153
Qwen/Qwen3.5-4B,14,1,position_t,95,0.615718418514947
Qwen/Qwen3.5-4B,14,1,log_offaxis_ratio,95,0.5583413693346191
Qwen/Qwen3.5-4B,14,1,offaxis_fraction,95,0.5033751205400193
Qwen/Qwen3.5-4B,14,2,position_t,89,0.5486772486772488
Qwen/Qwen3.5-4B,14,2,log_offaxis_ratio,89,0.5037037037037037
Qwen/Qwen3.5-4B,14,2,offaxis_fraction,89,0.4761904761904763
Qwen/Qwen3.5-4B,14,3,position_t,88,0.45850914205344584
Qwen/Qwen3.5-4B,14,3,log_offaxis_ratio,88,0.7594936708860759
Qwen/Qwen3.5-4B,14,3,offaxis_fraction,88,0.5555555555555556
Qwen/Qwen3.5-4B,14,4,position_t,91,0.4890282131661442
Qwen/Qwen3.5-4B,14,4,log_offaxis_ratio,91,0.5219435736677116
Qwen/Qwen3.5-4B,14,4,offaxis_fraction,91,0.5417972831765935
Qwen/Qwen3.5-4B,14,5,position_t,84,0.510204081632653
Qwen/Qwen3.5-4B,14,5,log_offaxis_ratio,84,0.6479591836734695
Qwen/Qwen3.5-4B,14,5,offaxis_fraction,84,0.5992063492063492
Qwen/Qwen3.5-4B,14,6,position_t,93,0.691866028708134
Qwen/Qwen3.5-4B,14,6,log_offaxis_ratio,93,0.6564593301435407
Qwen/Qwen3.5-4B,14,6,offaxis_fraction,93,0.7047846889952153
Qwen/Qwen3.5-4B,14,7,position_t,90,0.4533730158730159
Qwen/Qwen3.5-4B,14,7,log_offaxis_ratio,90,0.5128968253968254
Qwen/Qwen3.5-4B,14,7,offaxis_fraction,90,0.613095238095238
Qwen/Qwen3.5-4B,14,8,position_t,93,0.6077441077441078
Qwen/Qwen3.5-4B,14,8,log_offaxis_ratio,93,0.5544332210998877
Qwen/Qwen3.5-4B,14,8,offaxis_fraction,93,0.5145903479236813
Qwen/Qwen3.5-4B,14,9,position_t,69,0.5153846153846153
Qwen/Qwen3.5-4B,14,9,log_offaxis_ratio,69,0.39615384615384613
Qwen/Qwen3.5-4B,14,9,offaxis_fraction,69,0.3576923076923077
Qwen/Qwen3.5-4B,15,1,position_t,95,0.5805207328833173
Qwen/Qwen3.5-4B,15,1,log_offaxis_ratio,95,0.5867888138862102
Qwen/Qwen3.5-4B,15,1,offaxis_fraction,95,0.4884281581485053
Qwen/Qwen3.5-4B,15,2,position_t,89,0.5328042328042327
Qwen/Qwen3.5-4B,15,2,log_offaxis_ratio,89,0.5317460317460317
Qwen/Qwen3.5-4B,15,2,offaxis_fraction,89,0.5687830687830687
Qwen/Qwen3.5-4B,15,3,position_t,88,0.5639943741209563
Qwen/Qwen3.5-4B,15,3,log_offaxis_ratio,88,0.7074542897327708
Qwen/Qwen3.5-4B,15,3,offaxis_fraction,88,0.6568213783403657
Qwen/Qwen3.5-4B,15,4,position_t,91,0.5141065830721003
Qwen/Qwen3.5-4B,15,4,log_offaxis_ratio,91,0.49634273772204807
Qwen/Qwen3.5-4B,15,4,offaxis_fraction,91,0.48171368861024033
Qwen/Qwen3.5-4B,15,5,position_t,84,0.4376417233560091
Qwen/Qwen3.5-4B,15,5,log_offaxis_ratio,84,0.6785714285714286
Qwen/Qwen3.5-4B,15,5,offaxis_fraction,84,0.6020408163265306
Qwen/Qwen3.5-4B,15,6,position_t,93,0.6382775119617226
Qwen/Qwen3.5-4B,15,6,log_offaxis_ratio,93,0.6478468899521531
Qwen/Qwen3.5-4B,15,6,offaxis_fraction,93,0.6220095693779903
Qwen/Qwen3.5-4B,15,7,position_t,90,0.5372023809523809
Qwen/Qwen3.5-4B,15,7,log_offaxis_ratio,90,0.4935515873015873
Qwen/Qwen3.5-4B,15,7,offaxis_fraction,90,0.498015873015873
Qwen/Qwen3.5-4B,15,8,position_t,93,0.5673400673400674
Qwen/Qwen3.5-4B,15,8,log_offaxis_ratio,93,0.5516273849607183
Qwen/Qwen3.5-4B,15,8,offaxis_fraction,93,0.4927048260381594
Qwen/Qwen3.5-4B,15,9,position_t,69,0.5076923076923077
Qwen/Qwen3.5-4B,15,9,log_offaxis_ratio,69,0.35384615384615387
Qwen/Qwen3.5-4B,15,9,offaxis_fraction,69,0.35384615384615387
Qwen/Qwen3.5-4B,16,1,position_t,95,0.5443587270973963
Qwen/Qwen3.5-4B,16,1,log_offaxis_ratio,95,0.6075216972034715
Qwen/Qwen3.5-4B,16,1,offaxis_fraction,95,0.49421407907425263
Qwen/Qwen3.5-4B,16,2,position_t,89,0.5174603174603175
Qwen/Qwen3.5-4B,16,2,log_offaxis_ratio,89,0.5544973544973545
Qwen/Qwen3.5-4B,16,2,offaxis_fraction,89,0.5698412698412698
Qwen/Qwen3.5-4B,16,3,position_t,88,0.5724331926863573
Qwen/Qwen3.5-4B,16,3,log_offaxis_ratio,88,0.7243319268635724
Qwen/Qwen3.5-4B,16,3,offaxis_fraction,88,0.7144866385372713
Qwen/Qwen3.5-4B,16,4,position_t,91,0.5433646812957158
Qwen/Qwen3.5-4B,16,4,log_offaxis_ratio,91,0.4879832810867294
Qwen/Qwen3.5-4B,16,4,offaxis_fraction,91,0.48275862068965514
Qwen/Qwen3.5-4B,16,5,position_t,84,0.42517006802721086
Qwen/Qwen3.5-4B,16,5,log_offaxis_ratio,84,0.6740362811791383
Qwen/Qwen3.5-4B,16,5,offaxis_fraction,84,0.5986394557823129
Qwen/Qwen3.5-4B,16,6,position_t,93,0.6717703349282296
Qwen/Qwen3.5-4B,16,6,log_offaxis_ratio,93,0.6200956937799043
Qwen/Qwen3.5-4B,16,6,offaxis_fraction,93,0.6277511961722487
Qwen/Qwen3.5-4B,16,7,position_t,90,0.49156746031746035
Qwen/Qwen3.5-4B,16,7,log_offaxis_ratio,90,0.4751984126984127
Qwen/Qwen3.5-4B,16,7,offaxis_fraction,90,0.5029761904761905
Qwen/Qwen3.5-4B,16,8,position_t,93,0.5645342312008979
Qwen/Qwen3.5-4B,16,8,log_offaxis_ratio,93,0.532547699214366
Qwen/Qwen3.5-4B,16,8,offaxis_fraction,93,0.49270482603815935
Qwen/Qwen3.5-4B,16,9,position_t,69,0.476923076923077
Qwen/Qwen3.5-4B,16,9,log_offaxis_ratio,69,0.3384615384615385
Qwen/Qwen3.5-4B,16,9,offaxis_fraction,69,0.36923076923076925
Qwen/Qwen3.5-4B,17,1,position_t,95,0.5400192864030858
Qwen/Qwen3.5-4B,17,1,log_offaxis_ratio,95,0.6364513018322083
Qwen/Qwen3.5-4B,17,1,offaxis_fraction,95,0.538572806171649
Qwen/Qwen3.5-4B,17,2,position_t,89,0.49523809523809526
Qwen/Qwen3.5-4B,17,2,log_offaxis_ratio,89,0.5587301587301589
Qwen/Qwen3.5-4B,17,2,offaxis_fraction,89,0.6132275132275132
Qwen/Qwen3.5-4B,17,3,position_t,88,0.5583684950773558
Qwen/Qwen3.5-4B,17,3,log_offaxis_ratio,88,0.729957805907173
Qwen/Qwen3.5-4B,17,3,offaxis_fraction,88,0.690576652601969
Qwen/Qwen3.5-4B,17,4,position_t,91,0.535005224660397
Qwen/Qwen3.5-4B,17,4,log_offaxis_ratio,91,0.48380355276907006
Qwen/Qwen3.5-4B,17,4,offaxis_fraction,91,0.4932079414838035
Qwen/Qwen3.5-4B,17,5,position_t,84,0.42687074829931976
Qwen/Qwen3.5-4B,17,5,log_offaxis_ratio,84,0.6695011337868481
Qwen/Qwen3.5-4B,17,5,offaxis_fraction,84,0.6190476190476191
Qwen/Qwen3.5-4B,17,6,position_t,93,0.6894736842105263
Qwen/Qwen3.5-4B,17,6,log_offaxis_ratio,93,0.6023923444976077
Qwen/Qwen3.5-4B,17,6,offaxis_fraction,93,0.6196172248803827
Qwen/Qwen3.5-4B,17,7,position_t,90,0.4732142857142857
Qwen/Qwen3.5-4B,17,7,log_offaxis_ratio,90,0.4404761904761905
Qwen/Qwen3.5-4B,17,7,offaxis_fraction,90,0.5193452380952381
Qwen/Qwen3.5-4B,17,8,position_t,93,0.558361391694725
Qwen/Qwen3.5-4B,17,8,log_offaxis_ratio,93,0.5061728395061729
Qwen/Qwen3.5-4B,17,8,offaxis_fraction,93,0.4635241301907968
Qwen/Qwen3.5-4B,17,9,position_t,69,0.45769230769230773
Qwen/Qwen3.5-4B,17,9,log_offaxis_ratio,69,0.3461538461538462
Qwen/Qwen3.5-4B,17,9,offaxis_fraction,69,0.4076923076923077
Qwen/Qwen3.5-4B,18,1,position_t,95,0.5366441658630665
Qwen/Qwen3.5-4B,18,1,log_offaxis_ratio,95,0.6229508196721312
Qwen/Qwen3.5-4B,18,1,offaxis_fraction,95,0.5785920925747349
Qwen/Qwen3.5-4B,18,2,position_t,89,0.5296296296296297
Qwen/Qwen3.5-4B,18,2,log_offaxis_ratio,89,0.5555555555555555
Qwen/Qwen3.5-4B,18,2,offaxis_fraction,89,0.5846560846560847
Qwen/Qwen3.5-4B,18,3,position_t,88,0.5625879043600562
Qwen/Qwen3.5-4B,18,3,log_offaxis_ratio,88,0.7285513361462728
Qwen/Qwen3.5-4B,18,3,offaxis_fraction,88,0.6947960618846695
Qwen/Qwen3.5-4B,18,4,position_t,91,0.5444096133751306
Qwen/Qwen3.5-4B,18,4,log_offaxis_ratio,91,0.45141065830721006
Qwen/Qwen3.5-4B,18,4,offaxis_fraction,91,0.4670846394984326
Qwen/Qwen3.5-4B,18,5,position_t,84,0.40986394557823125
Qwen/Qwen3.5-4B,18,5,log_offaxis_ratio,84,0.6695011337868481
Qwen/Qwen3.5-4B,18,5,offaxis_fraction,84,0.6281179138321995
Qwen/Qwen3.5-4B,18,6,position_t,93,0.737799043062201
Qwen/Qwen3.5-4B,18,6,log_offaxis_ratio,93,0.5822966507177034
Qwen/Qwen3.5-4B,18,6,offaxis_fraction,93,0.6000000000000001
Qwen/Qwen3.5-4B,18,7,position_t,90,0.4558531746031746
Qwen/Qwen3.5-4B,18,7,log_offaxis_ratio,90,0.43154761904761907
Qwen/Qwen3.5-4B,18,7,offaxis_fraction,90,0.5317460317460319
Qwen/Qwen3.5-4B,18,8,position_t,93,0.5561167227833894
Qwen/Qwen3.5-4B,18,8,log_offaxis_ratio,93,0.4882154882154882
Qwen/Qwen3.5-4B,18,8,offaxis_fraction,93,0.4876543209876544
Qwen/Qwen3.5-4B,18,9,position_t,69,0.4461538461538461
Qwen/Qwen3.5-4B,18,9,log_offaxis_ratio,69,0.3807692307692308
Qwen/Qwen3.5-4B,18,9,offaxis_fraction,69,0.3961538461538462
Qwen/Qwen3.5-4B,19,1,position_t,95,0.5178399228543877
Qwen/Qwen3.5-4B,19,1,log_offaxis_ratio,95,0.6200578592092574
Qwen/Qwen3.5-4B,19,1,offaxis_fraction,95,0.6215043394406943
Qwen/Qwen3.5-4B,19,2,position_t,89,0.5201058201058202
Qwen/Qwen3.5-4B,19,2,log_offaxis_ratio,89,0.5386243386243387
Qwen/Qwen3.5-4B,19,2,offaxis_fraction,89,0.580952380952381
Qwen/Qwen3.5-4B,19,3,position_t,88,0.5358649789029535
Qwen/Qwen3.5-4B,19,3,log_offaxis_ratio,88,0.5527426160337553
Qwen/Qwen3.5-4B,19,3,offaxis_fraction,88,0.5625879043600562
Qwen/Qwen3.5-4B,19,4,position_t,91,0.6003134796238244
Qwen/Qwen3.5-4B,19,4,log_offaxis_ratio,91,0.4158829676071055
Qwen/Qwen3.5-4B,19,4,offaxis_fraction,91,0.47335423197492166
Qwen/Qwen3.5-4B,19,5,position_t,84,0.4263038548752835
Qwen/Qwen3.5-4B,19,5,log_offaxis_ratio,84,0.6785714285714285
Qwen/Qwen3.5-4B,19,5,offaxis_fraction,84,0.6564625850340136
Qwen/Qwen3.5-4B,19,6,position_t,93,0.7334928229665073
Qwen/Qwen3.5-4B,19,6,log_offaxis_ratio,93,0.5913875598086125
Qwen/Qwen3.5-4B,19,6,offaxis_fraction,93,0.5449760765550239
Qwen/Qwen3.5-4B,19,7,position_t,90,0.46875
Qwen/Qwen3.5-4B,19,7,log_offaxis_ratio,90,0.4270833333333333
Qwen/Qwen3.5-4B,19,7,offaxis_fraction,90,0.4836309523809524
Qwen/Qwen3.5-4B,19,8,position_t,93,0.5785634118967453
Qwen/Qwen3.5-4B,19,8,log_offaxis_ratio,93,0.49102132435465773
Qwen/Qwen3.5-4B,19,8,offaxis_fraction,93,0.5123456790123457
Qwen/Qwen3.5-4B,19,9,position_t,69,0.4
Qwen/Qwen3.5-4B,19,9,log_offaxis_ratio,69,0.5384615384615384
Qwen/Qwen3.5-4B,19,9,offaxis_fraction,69,0.36923076923076925
Qwen/Qwen3.5-4B,20,1,position_t,95,0.5159112825458052
Qwen/Qwen3.5-4B,20,1,log_offaxis_ratio,95,0.6171648987463837
Qwen/Qwen3.5-4B,20,1,offaxis_fraction,95,0.6446480231436837
Qwen/Qwen3.5-4B,20,2,position_t,89,0.5317460317460317
Qwen/Qwen3.5-4B,20,2,log_offaxis_ratio,89,0.5296296296296296
Qwen/Qwen3.5-4B,20,2,offaxis_fraction,89,0.5878306878306878
Qwen/Qwen3.5-4B,20,3,position_t,88,0.5372714486638537
Qwen/Qwen3.5-4B,20,3,log_offaxis_ratio,88,0.5358649789029535
Qwen/Qwen3.5-4B,20,3,offaxis_fraction,88,0.5639943741209563
Qwen/Qwen3.5-4B,20,4,position_t,91,0.6149425287356323
Qwen/Qwen3.5-4B,20,4,log_offaxis_ratio,91,0.41640543364681293
Qwen/Qwen3.5-4B,20,4,offaxis_fraction,91,0.48380355276907
Qwen/Qwen3.5-4B,20,5,position_t,84,0.4166666666666667
Qwen/Qwen3.5-4B,20,5,log_offaxis_ratio,84,0.6746031746031745
Qwen/Qwen3.5-4B,20,5,offaxis_fraction,84,0.6377551020408163
Qwen/Qwen3.5-4B,20,6,position_t,93,0.7358851674641148
Qwen/Qwen3.5-4B,20,6,log_offaxis_ratio,93,0.5889952153110048
Qwen/Qwen3.5-4B,20,6,offaxis_fraction,93,0.5114832535885167
Qwen/Qwen3.5-4B,20,7,position_t,90,0.4608134920634921
Qwen/Qwen3.5-4B,20,7,log_offaxis_ratio,90,0.41914682539682535
Qwen/Qwen3.5-4B,20,7,offaxis_fraction,90,0.49156746031746035
Qwen/Qwen3.5-4B,20,8,position_t,93,0.575196408529742
Qwen/Qwen3.5-4B,20,8,log_offaxis_ratio,93,0.49382716049382713
Qwen/Qwen3.5-4B,20,8,offaxis_fraction,93,0.4977553310886644
Qwen/Qwen3.5-4B,20,9,position_t,69,0.38846153846153847
Qwen/Qwen3.5-4B,20,9,log_offaxis_ratio,69,0.5153846153846154
Qwen/Qwen3.5-4B,20,9,offaxis_fraction,69,0.4
Qwen/Qwen3.5-4B,21,1,position_t,95,0.4985535197685631
Qwen/Qwen3.5-4B,21,1,log_offaxis_ratio,95,0.6195756991321119
Qwen/Qwen3.5-4B,21,1,offaxis_fraction,95,0.6436837029893924
Qwen/Qwen3.5-4B,21,2,position_t,89,0.5423280423280423
Qwen/Qwen3.5-4B,21,2,log_offaxis_ratio,89,0.5370370370370371
Qwen/Qwen3.5-4B,21,2,offaxis_fraction,89,0.546031746031746
Qwen/Qwen3.5-4B,21,3,position_t,88,0.5232067510548524
Qwen/Qwen3.5-4B,21,3,log_offaxis_ratio,88,0.5344585091420534
Qwen/Qwen3.5-4B,21,3,offaxis_fraction,88,0.5555555555555556
Qwen/Qwen3.5-4B,21,4,position_t,91,0.609717868338558
Qwen/Qwen3.5-4B,21,4,log_offaxis_ratio,91,0.41640543364681293
Qwen/Qwen3.5-4B,21,4,offaxis_fraction,91,0.487460815047022
Qwen/Qwen3.5-4B,21,5,position_t,84,0.4104308390022676
Qwen/Qwen3.5-4B,21,5,log_offaxis_ratio,84,0.6723356009070295
Qwen/Qwen3.5-4B,21,5,offaxis_fraction,84,0.6360544217687075
Qwen/Qwen3.5-4B,21,6,position_t,93,0.7516746411483253
Qwen/Qwen3.5-4B,21,6,log_offaxis_ratio,93,0.5746411483253588
Qwen/Qwen3.5-4B,21,6,offaxis_fraction,93,0.5033492822966507
Qwen/Qwen3.5-4B,21,7,position_t,90,0.4603174603174603
Qwen/Qwen3.5-4B,21,7,log_offaxis_ratio,90,0.4231150793650794
Qwen/Qwen3.5-4B,21,7,offaxis_fraction,90,0.49107142857142855
Qwen/Qwen3.5-4B,21,8,position_t,93,0.5718294051627386
Qwen/Qwen3.5-4B,21,8,log_offaxis_ratio,93,0.48428731762065097
Qwen/Qwen3.5-4B,21,8,offaxis_fraction,93,0.48653198653198654
Qwen/Qwen3.5-4B,21,9,position_t,69,0.3730769230769231
Qwen/Qwen3.5-4B,21,9,log_offaxis_ratio,69,0.5346153846153846
Qwen/Qwen3.5-4B,21,9,offaxis_fraction,69,0.3923076923076923
Qwen/Qwen3.5-4B,22,1,position_t,95,0.4966248794599807
Qwen/Qwen3.5-4B,22,1,log_offaxis_ratio,95,0.6200578592092575
Qwen/Qwen3.5-4B,22,1,offaxis_fraction,95,0.6595949855351977
Qwen/Qwen3.5-4B,22,2,position_t,89,0.544973544973545
Qwen/Qwen3.5-4B,22,2,log_offaxis_ratio,89,0.5470899470899471
Qwen/Qwen3.5-4B,22,2,offaxis_fraction,89,0.5830687830687831
Qwen/Qwen3.5-4B,22,3,position_t,88,0.4781997187060478
Qwen/Qwen3.5-4B,22,3,log_offaxis_ratio,88,0.5274261603375527
Qwen/Qwen3.5-4B,22,3,offaxis_fraction,88,0.5372714486638537
Qwen/Qwen3.5-4B,22,4,position_t,91,0.6233019853709508
Qwen/Qwen3.5-4B,22,4,log_offaxis_ratio,91,0.4127481713688611
Qwen/Qwen3.5-4B,22,4,offaxis_fraction,91,0.49373040752351094
Qwen/Qwen3.5-4B,22,5,position_t,84,0.39512471655328796
Qwen/Qwen3.5-4B,22,5,log_offaxis_ratio,84,0.6717687074829932
Qwen/Qwen3.5-4B,22,5,offaxis_fraction,84,0.6298185941043084
Qwen/Qwen3.5-4B,22,6,position_t,93,0.7507177033492822
Qwen/Qwen3.5-4B,22,6,log_offaxis_ratio,93,0.5851674641148326
Qwen/Qwen3.5-4B,22,6,offaxis_fraction,93,0.5033492822966508
Qwen/Qwen3.5-4B,22,7,position_t,90,0.46031746031746035
Qwen/Qwen3.5-4B,22,7,log_offaxis_ratio,90,0.4231150793650793
Qwen/Qwen3.5-4B,22,7,offaxis_fraction,90,0.47271825396825395
Qwen/Qwen3.5-4B,22,8,position_t,93,0.5757575757575758
Qwen/Qwen3.5-4B,22,8,log_offaxis_ratio,93,0.4725028058361392
Qwen/Qwen3.5-4B,22,8,offaxis_fraction,93,0.47474747474747475
Qwen/Qwen3.5-4B,22,9,position_t,69,0.3884615384615385
Qwen/Qwen3.5-4B,22,9,log_offaxis_ratio,69,0.5269230769230769
Qwen/Qwen3.5-4B,22,9,offaxis_fraction,69,0.38076923076923075
Qwen/Qwen3.5-4B,23,1,position_t,95,0.49469623915139826
Qwen/Qwen3.5-4B,23,1,log_offaxis_ratio,95,0.624397299903568
Qwen/Qwen3.5-4B,23,1,offaxis_fraction,95,0.6489874638379942
Qwen/Qwen3.5-4B,23,2,position_t,89,0.5645502645502646
Qwen/Qwen3.5-4B,23,2,log_offaxis_ratio,89,0.5439153439153439
Qwen/Qwen3.5-4B,23,2,offaxis_fraction,89,0.597883597883598
Qwen/Qwen3.5-4B,23,3,position_t,88,0.4838255977496484
Qwen/Qwen3.5-4B,23,3,log_offaxis_ratio,88,0.5133614627285514
Qwen/Qwen3.5-4B,23,3,offaxis_fraction,88,0.49507735583684953
Qwen/Qwen3.5-4B,23,4,position_t,91,0.6274817136886103
Qwen/Qwen3.5-4B,23,4,log_offaxis_ratio,91,0.40752351097178685
Qwen/Qwen3.5-4B,23,4,offaxis_fraction,91,0.47074190177638453
Qwen/Qwen3.5-4B,23,5,position_t,84,0.41893424036281185
Qwen/Qwen3.5-4B,23,5,log_offaxis_ratio,84,0.6643990929705216
Qwen/Qwen3.5-4B,23,5,offaxis_fraction,84,0.6111111111111112
Qwen/Qwen3.5-4B,23,6,position_t,93,0.7636363636363637
Qwen/Qwen3.5-4B,23,6,log_offaxis_ratio,93,0.5645933014354066
Qwen/Qwen3.5-4B,23,6,offaxis_fraction,93,0.5047846889952153
Qwen/Qwen3.5-4B,23,7,position_t,90,0.46031746031746035
Qwen/Qwen3.5-4B,23,7,log_offaxis_ratio,90,0.4176587301587301
Qwen/Qwen3.5-4B,23,7,offaxis_fraction,90,0.4642857142857143
Qwen/Qwen3.5-4B,23,8,position_t,93,0.5813692480359147
Qwen/Qwen3.5-4B,23,8,log_offaxis_ratio,93,0.4904601571268238
Qwen/Qwen3.5-4B,23,8,offaxis_fraction,93,0.4556677890011223
Qwen/Qwen3.5-4B,23,9,position_t,69,0.4307692307692308
Qwen/Qwen3.5-4B,23,9,log_offaxis_ratio,69,0.5307692307692308
Qwen/Qwen3.5-4B,23,9,offaxis_fraction,69,0.38461538461538464
Qwen/Qwen3.5-4B,24,1,position_t,95,0.4831243972999036
Qwen/Qwen3.5-4B,24,1,log_offaxis_ratio,95,0.624397299903568
Qwen/Qwen3.5-4B,24,1,offaxis_fraction,95,0.6393442622950819
Qwen/Qwen3.5-4B,24,2,position_t,89,0.5703703703703704
Qwen/Qwen3.5-4B,24,2,log_offaxis_ratio,89,0.537037037037037
Qwen/Qwen3.5-4B,24,2,offaxis_fraction,89,0.57989417989418
Qwen/Qwen3.5-4B,24,3,position_t,88,0.5007032348804501
Qwen/Qwen3.5-4B,24,3,log_offaxis_ratio,88,0.5232067510548523
Qwen/Qwen3.5-4B,24,3,offaxis_fraction,88,0.5133614627285514
Qwen/Qwen3.5-4B,24,4,position_t,91,0.6400208986415883
Qwen/Qwen3.5-4B,24,4,log_offaxis_ratio,91,0.4012539184952978
Qwen/Qwen3.5-4B,24,4,offaxis_fraction,91,0.47492163009404387
Qwen/Qwen3.5-4B,24,5,position_t,84,0.42063492063492064
Qwen/Qwen3.5-4B,24,5,log_offaxis_ratio,84,0.6649659863945578
Qwen/Qwen3.5-4B,24,5,offaxis_fraction,84,0.608843537414966
Qwen/Qwen3.5-4B,24,6,position_t,93,0.7583732057416268
Qwen/Qwen3.5-4B,24,6,log_offaxis_ratio,93,0.5478468899521531
Qwen/Qwen3.5-4B,24,6,offaxis_fraction,93,0.4880382775119617
Qwen/Qwen3.5-4B,24,7,position_t,90,0.4618055555555556
Qwen/Qwen3.5-4B,24,7,log_offaxis_ratio,90,0.4201388888888889
Qwen/Qwen3.5-4B,24,7,offaxis_fraction,90,0.447420634920635
Qwen/Qwen3.5-4B,24,8,position_t,93,0.5830527497194163
Qwen/Qwen3.5-4B,24,8,log_offaxis_ratio,93,0.48204264870931535
Qwen/Qwen3.5-4B,24,8,offaxis_fraction,93,0.46296296296296297
Qwen/Qwen3.5-4B,24,9,position_t,69,0.41538461538461535
Qwen/Qwen3.5-4B,24,9,log_offaxis_ratio,69,0.5346153846153846
Qwen/Qwen3.5-4B,24,9,offaxis_fraction,69,0.3653846153846154
Qwen/Qwen3.5-4B,25,1,position_t,95,0.48264223722275795
Qwen/Qwen3.5-4B,25,1,log_offaxis_ratio,95,0.6292189006750241
Qwen/Qwen3.5-4B,25,1,offaxis_fraction,95,0.6335583413693346
Qwen/Qwen3.5-4B,25,2,position_t,89,0.580952380952381
Qwen/Qwen3.5-4B,25,2,log_offaxis_ratio,89,0.5370370370370371
Qwen/Qwen3.5-4B,25,2,offaxis_fraction,89,0.5931216931216932
Qwen/Qwen3.5-4B,25,3,position_t,88,0.4922644163150492
Qwen/Qwen3.5-4B,25,3,log_offaxis_ratio,88,0.5232067510548524
Qwen/Qwen3.5-4B,25,3,offaxis_fraction,88,0.5246132208157525
Qwen/Qwen3.5-4B,25,4,position_t,91,0.6530825496342738
Qwen/Qwen3.5-4B,25,4,log_offaxis_ratio,91,0.3996865203761755
Qwen/Qwen3.5-4B,25,4,offaxis_fraction,91,0.49582027168234066
Qwen/Qwen3.5-4B,25,5,position_t,84,0.413265306122449
Qwen/Qwen3.5-4B,25,5,log_offaxis_ratio,84,0.6649659863945578
Qwen/Qwen3.5-4B,25,5,offaxis_fraction,84,0.6094104308390023
Qwen/Qwen3.5-4B,25,6,position_t,93,0.7488038277511962
Qwen/Qwen3.5-4B,25,6,log_offaxis_ratio,93,0.5516746411483253
Qwen/Qwen3.5-4B,25,6,offaxis_fraction,93,0.48851674641148324
Qwen/Qwen3.5-4B,25,7,position_t,90,0.45833333333333337
Qwen/Qwen3.5-4B,25,7,log_offaxis_ratio,90,0.42708333333333337
Qwen/Qwen3.5-4B,25,7,offaxis_fraction,90,0.45486111111111116
Qwen/Qwen3.5-4B,25,8,position_t,93,0.5881032547699214
Qwen/Qwen3.5-4B,25,8,log_offaxis_ratio,93,0.4764309764309764
Qwen/Qwen3.5-4B,25,8,offaxis_fraction,93,0.45847362514029183
Qwen/Qwen3.5-4B,25,9,position_t,69,0.4
Qwen/Qwen3.5-4B,25,9,log_offaxis_ratio,69,0.5576923076923077
Qwen/Qwen3.5-4B,25,9,offaxis_fraction,69,0.3653846153846154
Qwen/Qwen3.5-4B,26,1,position_t,95,0.4672131147540983
Qwen/Qwen3.5-4B,26,1,log_offaxis_ratio,95,0.6316297010607522
Qwen/Qwen3.5-4B,26,1,offaxis_fraction,95,0.6552555448408872
Qwen/Qwen3.5-4B,26,2,position_t,89,0.6306878306878306
Qwen/Qwen3.5-4B,26,2,log_offaxis_ratio,89,0.5534391534391534
Qwen/Qwen3.5-4B,26,2,offaxis_fraction,89,0.602116402116402
Qwen/Qwen3.5-4B,26,3,position_t,88,0.42053445850914206
Qwen/Qwen3.5-4B,26,3,log_offaxis_ratio,88,0.5457102672292546
Qwen/Qwen3.5-4B,26,3,offaxis_fraction,88,0.4866385372714487
Qwen/Qwen3.5-4B,26,4,position_t,91,0.6614420062695925
Qwen/Qwen3.5-4B,26,4,log_offaxis_ratio,91,0.39080459770114945
